backers_count,id,pledged,static_usd_rate,s_category,g_category,staff_pick,state,country,month_launched,currency,usd_pledged,length_days,name_length,blurb_length,goal_$,funded_percentage,converted_pledged_amount
30,1361161119,1111,1.41381923,350,26,0,1,9,1,5,0.000248015,0.483146067,0.518072289,0.694300518,0.000014131,0.000038727,0.000244265
0,746509287,0,1,49,18,0,0,21,3,13,0,0.325842697,0.204819277,0.67357513,0.000049993,0,0
22,311541751,1116.5,1.39023471,293,11,0,1,9,3,5,0.000245085,0.314606742,0.21686747,0.694300518,0.000005554,0.000097296,0.000247265
2,466957735,11,1,21,1,0,0,21,8,13,0.000001737,0.325842697,0.168674699,0.621761658,0.000109993,0.000000035,0.000001737
7,1471254290,826,1,49,18,0,0,21,9,13,0.000130422,0.325842697,0.493975904,0.471502591,0.000019993,0.000014396,0.000130422
12,1686086527,1095,1,29,11,0,1,21,9,13,0.000172896,0.662921348,0.048192771,0.29015544,0.000005993,0.000063615,0.000172896
45,1900774830,11083,1,263,9,0,1,21,2,13,0.001749958,0.370786517,0.192771084,0.554404145,0.000074493,0.000051856,0.001749958
3,1869571287,51,1,345,26,0,0,21,8,13,0.000008053,0.325842697,0.265060241,0.212435233,0.000049993,0.000000356,0.000008053
59,1918192264,3140.71,1,296,11,0,1,21,8,13,0.000495905,0.325842697,0.13253012,0.689119171,0.000026993,0.000040547,0.000495792
42,938361287,1273.77,1,23,1,0,1,21,2,13,0.000201123,0.303370787,0.301204819,0.393782383,0.000009993,0.000044401,0.000201001
35,22626997,3001,1,293,11,0,1,21,12,13,0.000473845,0.662921348,0.204819277,0.626943005,0.000029993,0.000034869,0.000473845
1,1419076833,10,0.05255206,23,1,0,0,15,3,8,0.000000083,0.325842697,0.168674699,0.616580311,0.000010503,0.000000017,0
0,1866639170,0,1.19465036,361,13,0,0,11,9,4,0,0.325842697,0.409638554,0.689119171,0.000059725,0,0
3062,1205139044,353804.96,1,263,9,0,1,21,5,13,0.055864272,0.314606742,0.518072289,0.430051813,0.000099993,0.001233278,0.055864128
9,314642447,283,1.09956084,29,11,0,0,0,6,4,0.000049133,0.325842697,0.204819277,0.694300518,0.000038477,0.000002818,0.000049421
16,30503392,725,1,29,11,0,0,21,9,13,0.000114474,0.382022472,0.240963855,0.637305699,0.000074993,0.00000337,0.000114474
26,780256538,3475,1,23,1,0,1,21,5,13,0.000548687,0.247191011,0.554216867,0.694300518,0.000029993,0.000040377,0.000548688
4,2073356582,71,1,24,1,0,0,21,3,13,0.000011211,0.314606742,0.43373494,0.658031088,0.000000993,0.000024749,0.000011211
2,2105034808,125,1,356,26,0,0,21,9,13,0.000019737,0.325842697,0.337349398,0.668393782,0.000049993,0.000000871,0.000019737
52,1504075011,2080.78,1,23,1,0,1,21,2,13,0.000328546,0.314606742,0.662650602,0.632124352,0.000019993,0.000036265,0.000328423
0,1620639977,0,1,24,1,0,0,21,9,13,0,0.325842697,0.614457831,0.642487047,0.000009993,0,0
32,314899775,870.11,1,24,1,0,1,21,9,13,0.000137387,0.269662921,0.204819277,0.683937824,0.000007993,0.000037912,0.000137369
22,767673920,2515,1.09668243,24,1,0,1,16,8,4,0.000435501,0.415730337,0.253012048,0.663212435,0.00002741,0.000035067,0.000449055
1,846837816,600,1,23,1,0,1,21,11,13,0.000094737,0.247191011,0.240963855,0.626943005,0.000001493,0.00013943,0.000094737
274,974115972,32381,1,263,9,0,1,21,8,13,0.00511282,0.370786517,0.590361446,0.481865285,0.000199993,0.000056436,0.00511282
0,1154798256,0,1,23,1,0,0,21,8,13,0,0.06741573,0.481927711,0.658031088,0.000799993,0,0
130,122995533,8241,1.48761265,263,9,0,1,9,3,5,0.001935709,0.224719101,0.578313253,0.512953368,0.000111564,0.000038301,0.001947643
100,1530383668,2725,1,21,1,0,1,21,1,13,0.000430266,0.224719101,0.337349398,0.160621762,0.000002393,0.000395779,0.000430266
25,870593338,2012,1,263,9,0,1,21,10,13,0.000317686,0.325842697,0.192771084,0.647668394,0.000018493,0.00003791,0.000317686
31,61381667,3601,1,23,1,0,1,21,12,13,0.000568582,0.337078652,0.325301205,0.559585492,0.000035993,0.000034867,0.000568582
14,1069209314,1000,1,36,14,0,1,21,6,13,0.000157896,0.325842697,0.228915663,0.683937824,0.000009993,0.000034858,0.000157896
41,137821984,1820,1,21,1,0,1,21,3,13,0.00028737,0.337078652,0.542168675,0.601036269,0.000009993,0.000063441,0.00028737
42,924009806,3570,1,281,17,0,1,21,5,13,0.000563688,0.191011236,0.530120482,0.647668394,0.000021993,0.000056564,0.000563688
10,34667832,197,1.27927133,21,1,0,0,9,11,5,0.000039792,0.662921348,0.409638554,0.647668394,0.000076749,0.000001144,0.000039948
150,444149000,11222,1,316,14,0,1,21,6,13,0.001771905,0.325842697,0.674698795,0.647668394,0.000109493,0.000035723,0.001771905
40,892597764,5427,1,23,1,0,1,21,11,13,0.0008569,0.06741573,0.457831325,0.186528497,0.000049993,0.000037834,0.0008569
43,1449670681,2867,1.5520937,258,7,0,1,9,5,5,0.000702612,0.325842697,0.108433735,0.507772021,0.000038795,0.000039975,0.000718741
2,502934774,100,1.23388698,276,15,0,0,16,12,4,0.000019483,0.325842697,0.265060241,0.689119171,0.000043179,0.000000996,0.000018947
1,1764652414,1,0.85094434,21,1,0,0,3,1,1,0.000000134,0.325842697,0.192771084,0.621761658,0.000085087,0.000000003,0
59,418230463,27319.76,0.05266124,29,11,1,1,15,9,8,0.000227163,0.325842697,0.192771084,0.621761658,0.000011578,0.000043286,0.000222791
1,2076498555,50,1,29,11,0,0,21,1,13,0.000007895,0.179775281,0.192771084,0.25388601,0.000014993,0.000001162,0.000007895
0,783831336,0,1,343,26,0,0,21,5,13,0,0.325842697,0.21686747,0.544041451,0.000049993,0,0
137,992104532,25626,1,263,9,1,1,21,11,13,0.004046235,0.292134831,0.518072289,0.689119171,0.000189993,0.000047014,0.004046235
182,1511329235,17262.22,1.43054763,263,9,0,1,9,1,5,0.003899143,0.325842697,0.662650602,0.668393782,0.00023918,0.000035988,0.003798497
45,1686602572,3800,1,316,14,0,1,21,4,13,0.000600004,0.438202247,0.638554217,0.67357513,0.000037993,0.000034858,0.000600004
4,1421123340,700,1,23,1,0,0,21,1,13,0.000110527,0.303370787,0.13253012,0.575129534,0.000039993,0.0000061,0.000110527
17,1652341653,340,1,29,11,0,1,21,6,13,0.000053685,0.123595506,0.530120482,0.621761658,0.000002993,0.000039505,0.000053685
36,1169302605,2528,0.88913548,278,15,0,1,3,10,1,0.000354908,0.247191011,0.265060241,0.663212435,0.000018665,0.000041962,0.000356528
14,2001217147,1401,1,297,11,0,1,21,1,13,0.000221212,0.325842697,0.13253012,0.502590674,0.000013993,0.000034882,0.000221212
35,1792826662,1134,0.90161895,29,11,0,0,3,2,1,0.000161438,0.651685393,0.13253012,0.300518135,0.000090155,0.000003953,0.000163106
73,1766235989,4300,1,23,1,0,1,21,4,13,0.000678951,0.191011236,0.686746988,0.683937824,0.000034993,0.000042825,0.000678951
1,794061491,5,1.33875081,21,1,0,0,16,8,4,0.000001057,0.213483146,0.43373494,0.528497409,0.000133868,0.000000017,0.000000947
0,461153800,0,1,23,1,0,0,21,6,13,0,0.382022472,0.337349398,0.497409326,0.000002493,0,0
0,885673794,0,1,258,7,0,0,21,7,13,0,0.325842697,0.445783133,0.621761658,0.000049993,0,0
73,496365223,2641,1.54522009,29,11,1,0,9,2,5,0.000644361,0.314606742,0.578313253,0.668393782,0.000772603,0.000001841,0.00062353
0,1438242678,0,1,361,13,0,0,21,4,13,0,0.325842697,0.385542169,0.67357513,0.000049993,0,0
13,1142688875,781,1,343,26,0,1,21,10,13,0.000123317,0.325842697,0.301204819,0.295336788,0.000004993,0.000054448,0.000123317
0,1271303240,0,1,21,1,0,0,21,11,13,0,0.494382022,0.180722892,0.67357513,0.000099993,0,0
6,1023344528,125.92,1,356,26,0,0,21,3,13,0.000019882,0.494382022,0.204819277,0.694300518,0.000025223,0.00000174,0.000019737
1,963977641,18.8,0.05202182,338,16,0,0,15,9,8,0.000000154,0.314606742,0.662650602,0.668393782,0.000156058,0.000000002,0
0,1247660320,0,1,319,14,0,0,21,7,13,0,0.325842697,0.43373494,0.678756477,0.000029993,0,0
8,523792096,310,1.46104418,348,26,0,0,9,5,5,0.000071515,0.382022472,0.108433735,0.569948187,0.000014603,0.000010806,0.000070737
2,1847978807,990,1,355,26,0,1,21,10,13,0.000156317,0.325842697,0.072289157,0.25388601,0.000002993,0.00011503,0.000156317
48,669921029,3247,1,301,11,0,1,21,9,13,0.000512687,0.258426966,0.277108434,0.606217617,0.000029993,0.000037728,0.000512687
300,1615905264,36468,1,297,11,0,1,21,1,13,0.005758139,0.325842697,0.65060241,0.621761658,0.000199993,0.000063559,0.00575814
4,793456172,223,0.91336546,49,18,0,0,3,2,1,0.00003216,0.314606742,0.602409639,0.642487047,0.000045661,0.000001555,0.000031263
297,892626432,9049,1,29,11,0,1,21,8,13,0.001428798,0.213483146,0.686746988,0.471502591,0.000019993,0.000157713,0.001428798
2,532821277,51,1,345,26,0,0,21,1,13,0.000008053,0.325842697,0.614457831,0.668393782,0.000249993,0.000000071,0.000008053
94,195849812,6726,1,51,16,0,1,21,3,13,0.001062006,0.337078652,0.698795181,0.694300518,0.000049993,0.00004689,0.001062006
21,115064437,1525,1,278,15,0,1,21,5,13,0.000240791,0.157303371,0.481927711,0.668393782,0.000014993,0.000035439,0.000240791
5,1754941062,101,1,49,18,0,0,21,3,13,0.000015947,0.314606742,0.313253012,0.564766839,0.000199993,0.000000176,0.000015947
3,1275156510,330,1,24,1,0,0,21,4,13,0.000052106,0.438202247,0.638554217,0.507772021,0.000029993,0.000003834,0.000052106
29,2037714012,4520,1,36,14,0,1,21,3,13,0.000713688,0.337078652,0.554216867,0.559585492,0.000044993,0.000035012,0.000713689
68,2082065289,5393,1.15638353,258,7,0,0,7,9,4,0.000984697,0.662921348,0.373493976,0.544041451,0.00017345,0.000012532,0.000966164
0,914912936,0,1,361,13,0,0,21,5,13,0,0.325842697,0.204819277,0.67357513,0.000249993,0,0
22,669589530,1226,1,278,15,0,1,21,6,13,0.00019358,0.213483146,0.614457831,0.694300518,0.000011743,0.000036371,0.00019358
9,1698863600,117,1,278,15,0,0,21,8,13,0.000018474,0.662921348,0.180722892,0.658031088,0.000009993,0.000004078,0.000018474
50,312566449,10040,1,24,1,0,1,21,6,13,0.001585273,0.191011236,0.289156627,0.694300518,0.000099993,0.000034997,0.001585273
32,121099267,787,1,30,11,0,1,21,12,13,0.000124264,0.325842697,0.036144578,0.595854922,0.000007493,0.000036577,0.000124264
0,1147875027,0,1.17788266,51,16,0,0,8,10,4,0,0.325842697,0.036144578,0.704663212,0.000005882,0,0
1,1592599478,5,1.08760554,23,1,0,0,11,5,4,0.000000859,0.325842697,0.445783133,0.295336788,0.000027183,0.00000007,0.000000789
155,264845956,3431,1,328,18,1,1,21,1,13,0.00054174,0.449438202,0.337349398,0.476683938,0.000000003,0.119596294,0.00054174
14,1714244288,930,1,322,14,0,1,21,4,13,0.000146843,0.213483146,0.325301205,0.67357513,0.000004993,0.000064835,0.000146843
47,496571901,10400,1,36,14,0,1,21,2,13,0.001642115,0.325842697,0.493975904,0.663212435,0.000099993,0.000036252,0.001642115
0,1318113449,0,1.07664414,345,26,0,0,2,11,4,0,0.438202247,0.325301205,0.626943005,0.000016142,0,0
2,198629938,20,0.8871241,345,26,0,0,3,10,1,0.000002801,0.314606742,0.361445783,0.683937824,0.000008864,0.000000697,0.000002684
0,154959704,0,1,356,26,0,0,21,10,13,0,0.02247191,0.144578313,0.518134715,0.000004993,0,0
68,1874010239,6305,0.87645031,276,15,1,0,3,11,1,0.000872535,0.325842697,0.686746988,0.663212435,0.000175283,0.000010989,0.000855005
60,489278312,2626,1,21,1,1,0,21,10,13,0.000414634,0.348314607,0.325301205,0.544041451,0.000056493,0.000016201,0.000414634
19,1121339348,693,1.42450142,270,12,0,1,9,2,5,0.000155871,0.325842697,0.626506024,0.67357513,0.000009252,0.000037164,0.000152685
212,967483978,24023,1.08571032,356,26,0,1,8,8,4,0.004118238,0.584269663,0.048192771,0.414507772,0.000081421,0.000111651,0.004245815
120,235546158,154600,0.11707078,263,9,0,1,19,9,11,0.002857776,0.325842697,0.397590361,0.476683938,0.000175599,0.000035927,0.002735543
1,679462720,200,0.0559952,23,1,0,0,15,8,8,0.000001768,0.325842697,0.530120482,0.564766839,0.00002799,0.000000139,0.000001737
69,286399267,53180,1,319,14,0,1,21,9,13,0.008396892,0.662921348,0.493975904,0.658031088,0.000499993,0.000037075,0.008396893
18,1510232817,881,1,29,11,0,0,21,10,13,0.000139106,0.438202247,0.578313253,0.357512953,0.000049993,0.000006142,0.000139106
88,1662394191,8224,1,338,16,0,1,21,6,13,0.001298534,0.325842697,0.445783133,0.497409326,0.000049993,0.000057334,0.001298534
31,1920998220,2700,1,258,7,0,0,21,10,13,0.000426318,0.314606742,0.397590361,0.476683938,0.000149993,0.000006274,0.000426318
108,1030480858,5613,1.21577,347,26,0,1,9,3,5,0.001077499,0.325842697,0.56626506,0.652849741,0.00006686,0.000035574,0.001109533
8,1954080957,403,1.44296188,278,15,0,0,9,5,5,0.000091818,0.494382022,0.156626506,0.601036269,0.000050496,0.000004014,0.000093316
108,1229811014,3543,1,328,18,0,1,21,5,13,0.000559424,0.325842697,0.518072289,0.694300518,0.000024993,0.0000494,0.000559424
20,236073630,633,0.74974434,345,26,0,1,1,12,0,0.000074935,0.325842697,0.626506024,0.497409326,0.000001492,0.000110324,0.00007279
98,503075944,6111.93,1,278,15,1,0,21,8,13,0.000965047,0.325842697,0.614457831,0.652849741,0.000199993,0.000010652,0.000964901
2,868035711,66,1,345,26,0,0,21,5,13,0.000010421,0.325842697,0.060240964,0.497409326,0.000009993,0.000002301,0.000010421
0,105235219,0,0.78177587,361,13,0,0,3,5,1,0,0.494382022,0.084337349,0.689119171,0.000140712,0,0
4,670885824,469,1.40809571,32,11,0,1,9,4,5,0.000104274,0.146067416,0.096385542,0.689119171,0.000006329,0.000036329,0.000104211
36,2054627626,4201,1,30,11,1,1,21,1,13,0.00066332,0.325842697,0.277108434,0.683937824,0.000035993,0.000040677,0.00066332
3,585097684,78,1.40111164,21,1,0,0,9,2,5,0.000017256,0.314606742,0.337349398,0.538860104,0.00002101,0.000001813,0.000017053
7,306609563,200,1.66156566,24,1,0,1,9,4,5,0.000052471,0.325842697,0.120481928,0.689119171,0.000002485,0.000046477,0.000053369
21,183921049,1174,1,29,11,0,0,21,5,13,0.00018537,0.325842697,0.072289157,0.518134715,0.000099993,0.000004092,0.00018537
212,967483978,24023,1.08571032,356,26,0,1,8,8,4,0.004118238,0.584269663,0.048192771,0.414507772,0.000081421,0.000111651,0.004245815
33,1108782964,1500,1.38998543,293,11,0,1,9,3,5,0.000329209,0.303370787,0.385542169,0.611398964,0.000020843,0.000034858,0.000335844
6,1128204051,505,1,356,26,0,0,21,7,13,0.000079737,0.494382022,0.518072289,0.564766839,0.000074993,0.000002347,0.000079737
52,1876573518,4626,1,36,14,0,1,21,9,13,0.000730425,0.348314607,0.277108434,0.689119171,0.000044993,0.000035834,0.000730425
6,895070736,55,1.54305271,23,1,0,0,9,9,5,0.0000134,0.325842697,0.626506024,0.652849741,0.000011566,0.000002556,0.000013105
4,1781130453,830,0.15262944,23,1,0,1,6,6,3,0.000020003,0.078651685,0.180722892,0.683937824,0.000000603,0.000072329,0.000020053
48,1261881474,8312,1,31,11,0,1,21,6,13,0.001312429,0.325842697,0.325301205,0.378238342,0.000049993,0.000057947,0.001312429
29,823694096,3003,1,356,26,0,1,21,6,13,0.000474161,0.314606742,0.674698795,0.559585492,0.000029993,0.000034892,0.000474161
1,740606337,1,1.22102806,276,15,0,0,2,1,4,0.000000193,0.303370787,0.156626506,0.321243523,0.000013424,0.000000032,0.000000158
287,1970151600,64325,1,23,1,0,1,21,12,13,0.010156639,0.292134831,0.301204819,0.637305699,0.000449993,0.000049827,0.01015664
7,1906846459,400,1.25745356,263,9,0,1,9,1,5,0.000079419,0.325842697,0.698795181,0.642487047,0.000005023,0.000034858,0.000077527
43,1549889011,9064,1,356,26,0,1,21,4,13,0.001431166,0.224719101,0.481927711,0.29015544,0.000049993,0.00006319,0.001431167
0,1483826422,0,1,29,11,0,0,21,1,13,0,0.471910112,0.289156627,0.476683938,0.000004993,0,0
28,1866925258,314,1.63016457,49,18,0,1,9,12,5,0.000080822,0.247191011,0.289156627,0.678756477,0.000004068,0.000043781,0.000081632
36,1914070971,2104,1,328,18,0,1,21,6,13,0.000332212,0.325842697,0.228915663,0.621761658,0.000019993,0.00003667,0.000332213
7,459112008,445,1,23,1,0,1,21,12,13,0.000070264,0.258426966,0.361445783,0.632124352,0.000002993,0.000051705,0.000070264
2,1711839100,2,1,23,1,0,0,21,6,13,0.000000316,0.325842697,0.240963855,0.678756477,0.000049993,0.000000014,0.000000316
0,341937401,0,0.7770841,361,13,0,0,3,9,1,0,0.146067416,0.65060241,0.663212435,0.000011649,0,0
0,595209125,0,1,24,1,0,0,21,10,13,0,0.325842697,0.578313253,0.652849741,0.000249993,0,0
2,606465186,600,0.13154085,361,13,0,0,17,5,9,0.000012462,0.325842697,0.156626506,0.632124352,0.000065763,0.000000418,0.000012
43,1751259520,8203,1,30,11,0,1,21,1,13,0.001295218,0.146067416,0.518072289,0.678756477,0.000079993,0.000035742,0.001295218
3,999780798,11,1,361,13,0,0,21,7,13,0.000001737,0.325842697,0.168674699,0.689119171,0.000049993,0.000000077,0.000001737
253,680878292,15873.22,1,281,17,1,1,21,9,13,0.002506313,0.314606742,0.43373494,0.373056995,0.000149993,0.000036887,0.002506278
0,243907492,0,1,49,18,0,0,21,12,13,0,0.146067416,0.325301205,0.212435233,0.000099993,0,0
62,1104940829,3008,1,361,13,1,0,21,6,13,0.00047495,0.303370787,0.373493976,0.67357513,0.000109993,0.000009532,0.00047495
12,508937923,800,1,24,1,0,1,21,8,13,0.000126317,0.280898876,0.518072289,0.689119171,0.000007993,0.000034858,0.000126317
6,387074741,235,1,278,15,0,0,21,10,13,0.000037105,0.258426966,0.228915663,0.689119171,0.000049993,0.000001638,0.000037105
65,783308620,19224,1,345,26,1,0,21,10,13,0.003035386,0.325842697,0.168674699,0.663212435,0.000499993,0.000013402,0.003035387
2,1805502125,55,1,23,1,0,0,21,11,13,0.000008684,0.662921348,0.518072289,0.683937824,0.000049993,0.000000383,0.000008684
294,1401909928,88350.66,1,263,9,0,1,21,5,13,0.013950187,0.325842697,0.481927711,0.683937824,0.000399993,0.000076992,0.013950084
21,1535052713,511,1,23,1,0,1,21,4,13,0.000080685,0.325842697,0.65060241,0.683937824,0.000003493,0.000050892,0.000080685
1327,949638782,158933.11,1,263,9,1,1,21,5,13,0.02509485,0.325842697,0.421686747,0.559585492,0.000149993,0.000369335,0.025094836
1,1277591915,1,1,345,26,0,0,21,9,13,0.000000158,0.662921348,0.373493976,0.512953368,0.000499993,0.000000001,0.000000158
2,574673983,2,1,258,7,0,0,21,5,13,0.000000316,0.325842697,0.530120482,0.471502591,0.000264993,0.000000003,0.000000316
20,132845853,10322,1,263,9,0,1,21,2,13,0.001629799,0.314606742,0.578313253,0.694300518,0.000099993,0.00003598,0.001629799
11,1643494210,995,1,23,1,1,0,21,11,13,0.000157106,0.539325843,0.325301205,0.637305699,0.000044993,0.000007707,0.000157106
25,1597477339,600.29,0.77237016,353,26,0,1,3,9,1,0.000073208,0.269662921,0.409638554,0.466321244,0.000003855,0.000041849,0.000072316
16,1048137581,655,1,24,1,0,1,21,3,13,0.000103422,0.483146067,0.626506024,0.585492228,0.000005993,0.000038053,0.000103422
1088,600864097,101779,1,30,11,1,1,21,9,13,0.016070464,0.269662921,0.397590361,0.590673575,0.000399993,0.000088694,0.016070466
1,181527652,56,1,343,26,0,0,21,8,13,0.000008842,0.662921348,0.493975904,0.668393782,0.000016223,0.000001203,0.000008842
133,1279673258,12437,1.33675185,356,26,1,1,9,5,5,0.002625044,0.539325843,0.21686747,0.683937824,0.000133668,0.000043352,0.002588068
16,96104245,2272,1,278,15,0,0,21,4,13,0.000358739,0.303370787,0.626506024,0.658031088,0.000074993,0.00001056,0.000358739
4,1603825077,100,0.70573672,24,1,0,0,18,6,10,0.000011143,0.460674157,0.614457831,0.694300518,0.00003528,0.000000697,0.000010895
96,322276371,17764,1,338,16,1,1,21,10,13,0.002804859,0.494382022,0.590361446,0.652849741,0.000149993,0.000041281,0.002804859
0,578987082,0,1,29,11,0,0,21,8,13,0,0.325842697,0.325301205,0.67357513,0.000149993,0,0
3,614804096,45,1,322,14,0,0,21,6,13,0.000007105,0.325842697,0.253012048,0.642487047,0.000249993,0.000000063,0.000007105
1,412919884,40,1,21,1,0,0,21,4,13,0.000006316,0.325842697,0.144578313,0.658031088,0.000029993,0.000000465,0.000006316
2984,904383558,78951.69,1,49,18,1,1,21,5,13,0.01246613,0.258426966,0.265060241,0.388601036,0.000299993,0.000091735,0.012466023
12,1069008122,213,1.49224332,276,15,0,0,9,3,5,0.000050187,0.303370787,0.493975904,0.683937824,0.000022376,0.00000495,0.000050053
56,984309662,2732,1.28130714,299,11,0,1,9,10,5,0.000552719,0.325842697,0.56626506,0.507772021,0.000025619,0.000047615,0.000552793
219,246326560,28688.18,1,299,11,0,1,21,3,13,0.004529739,0.505617978,0.277108434,0.683937824,0.000000003,1,0.004529712
101,557906176,1522,1.53175481,263,9,0,1,9,10,5,0.000368107,0.325842697,0.253012048,0.632124352,0.000018374,0.000044211,0.000364581
1,1176197549,5,0.83782126,29,11,0,0,3,1,1,0.000000661,0.325842697,0.168674699,0.616580311,0.00029323,0.000000005,0.000000474
1,259370608,1,1.37819828,29,11,0,0,9,4,5,0.000000218,0.662921348,0.060240964,0.694300518,0.000018254,0.000000026,0.000000158
208,810535816,21063,1,263,9,0,1,21,5,13,0.003325757,0.325842697,0.34939759,0.694300518,0.000199993,0.00003671,0.003325757
1,757360319,2,1,343,26,0,0,21,10,13,0.000000316,0.662921348,0.397590361,0.67357513,0.000009993,0.00000007,0.000000316
40,268741346,9578,1,338,16,0,0,21,5,13,0.001512325,0.348314607,0.65060241,0.689119171,0.001865073,0.00000179,0.001512325
22,1862955948,877,1,281,17,0,1,21,10,13,0.000138475,0.269662921,0.204819277,0.227979275,0.000008743,0.000034937,0.000138475
164,247760987,13119,1,292,11,0,1,21,3,13,0.002071433,0.314606742,0.156626506,0.683937824,0.000074993,0.000060973,0.002071434
19,208286894,836,1.28200197,24,1,0,1,9,11,5,0.000169225,0.325842697,0.337349398,0.694300518,0.000002557,0.000145705,0.000167527
0,1422662544,0,1,361,13,0,0,21,11,13,0,0.325842697,0.204819277,0.658031088,0.000349993,0,0
8,668023997,210,1,361,13,0,0,21,4,13,0.000033158,0.325842697,0.313253012,0.585492228,0.000019993,0.00000366,0.000033158
1,730899932,105,1,322,14,0,0,21,9,13,0.000016579,0.662921348,0.301204819,0.678756477,0.000064993,0.000000563,0.000016579
0,1398241696,0,1,24,1,0,0,21,7,13,0,0.325842697,0.096385542,0.533678756,0.000049993,0,0
6,1335107798,420,1,23,1,0,1,21,2,13,0.000066316,0.370786517,0.674698795,0.32642487,0.000003993,0.0000366,0.000066316
37,797036186,1708.25,1,24,1,0,1,21,10,13,0.000269725,0.797752809,0.409638554,0.632124352,0.000016993,0.000035027,0.000269686
79,1577996346,3000.33,1,24,1,0,1,21,9,13,0.000473739,0.325842697,0.120481928,0.67357513,0.000024993,0.000041834,0.000473687
33,2098380804,1478,1.32043532,270,12,0,1,9,7,5,0.00030815,0.224719101,0.493975904,0.689119171,0.000006595,0.000103039,0.000308054
84,156932226,5217.01,1,29,11,0,1,21,6,13,0.000823743,0.303370787,0.204819277,0.689119171,0.000044993,0.000040412,0.000823742
13,871625455,2532,1,276,15,0,1,21,3,13,0.000399792,0.134831461,0.108433735,0.284974093,0.000024993,0.000035304,0.000399792
0,1514547163,0,1,345,26,0,0,21,7,13,0,0.314606742,0.373493976,0.663212435,0.000099993,0,0
10,908466354,360,1,30,11,0,1,21,1,13,0.000056842,0.213483146,0.65060241,0.259067358,0.000002993,0.000041829,0.000056842
8,821096262,110,1,21,1,0,0,21,10,13,0.000017369,0.325842697,0.590361446,0.652849741,0.000019993,0.000001917,0.000017369
194,2007148699,11664,1,33,11,0,1,21,6,13,0.001841695,0.382022472,0.445783133,0.683937824,0.000099993,0.000040658,0.001841695
0,432089209,0,1,361,13,0,0,21,11,13,0,0.662921348,0.337349398,0.694300518,0.000049993,0,0
1,947738953,10,1,276,15,0,0,21,2,13,0.000001579,0.314606742,0.240963855,0.652849741,0.000049993,0.00000007,0.000001579
4,1197658154,71,1,361,13,0,0,21,8,13,0.000011211,0.06741573,0.301204819,0.678756477,0.000006493,0.000003808,0.000011211
1,381236533,20,1,24,1,0,0,21,12,13,0.000003158,0.662921348,0.120481928,0.233160622,0.000149993,0.000000046,0.000003158
2,1123929831,45,0.84738797,23,1,0,0,3,1,1,0.000006021,0.359550562,0.409638554,0.621761658,0.000029651,0.000000448,0.000005526
0,1837635892,0,1,356,26,0,0,21,11,13,0,0.314606742,0.204819277,0.461139896,0.000249993,0,0
7,823287158,562,1,29,11,0,0,21,8,13,0.000088737,0.325842697,0.56626506,0.626943005,0.000849993,0.00000023,0.000088737
36,1502836686,1452,1,263,9,0,0,21,6,13,0.000229265,0.325842697,0.56626506,0.621761658,0.000299993,0.000001687,0.000229265
887,1537868156,41219.25,1.63620061,29,11,1,0,9,1,5,0.010648952,0.325842697,0.686746988,0.647668394,0.001227143,0.000019157,0.010613748
2,520847963,3,1,29,11,0,0,21,12,13,0.000000474,0.325842697,0.253012048,0.528497409,0.000149993,0.000000007,0.000000474
2,709630783,146,0.84372237,338,16,0,0,3,1,1,0.00001945,0.494382022,0.43373494,0.637305699,0.000063272,0.000000679,0.000018316
7,1417874534,68,1,343,26,0,0,21,5,13,0.000010737,0.662921348,0.228915663,0.694300518,0.000005993,0.000003951,0.000010737
34,1631320135,3030,1,23,1,0,1,21,9,13,0.000478424,0.382022472,0.506024096,0.67357513,0.000029993,0.000035206,0.000478424
97,1469755438,10704,1,292,11,0,1,21,1,13,0.001690115,0.280898876,0.385542169,0.129533679,0.000099993,0.000037312,0.001690115
196,845421888,29802,1,355,26,1,0,21,11,13,0.004705607,0.382022472,0.481927711,0.668393782,0.000749993,0.000013851,0.004705607
1,1132646527,5,1.24799073,23,1,0,0,16,11,4,0.000000985,0.382022472,0.686746988,0.683937824,0.000031193,0.00000007,0.000000947
2,919461393,50,1,49,18,0,0,21,12,13,0.000007895,0.325842697,0.156626506,0.481865285,0.000099993,0.000000174,0.000007895
2,625161470,2,1,345,26,0,0,21,1,13,0.000000316,0.280898876,0.228915663,0.595854922,0.000749993,0.000000001,0.000000316
118,2083208615,27139,1,51,16,0,1,21,4,13,0.004285131,0.325842697,0.385542169,0.663212435,0.000269993,0.000035037,0.004285131
2,1753117864,2,1,322,14,0,0,21,9,13,0.000000316,0.662921348,0.674698795,0.248704663,0.000029993,0.000000023,0.000000316
400,1356306689,27984.42,1,270,12,0,0,21,7,13,0.004418619,0.494382022,0.602409639,0.455958549,0.000999993,0.000009755,0.004418553
1,1077337815,5,1,361,13,0,0,21,3,13,0.000000789,0.325842697,0.180722892,0.585492228,0.000499993,0.000000003,0.000000789
5,347266724,225,1,24,1,0,0,21,7,13,0.000035527,0.325842697,0.204819277,0.544041451,0.000049993,0.000001569,0.000035527
35,192502599,1603,1,21,1,0,1,21,1,13,0.000253107,0.168539326,0.481927711,0.264248705,0.000004993,0.000111753,0.000253107
115,1478823093,25748,1,263,9,0,1,21,9,13,0.004065498,0.382022472,0.56626506,0.533678756,0.000249993,0.0000359,0.004065498
