featured_project,project_video,state,category,status_labels,funding_currency.1,avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,description_length,full_desc_len,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,project_img,duration
0,0,51,49,0,6,0,5.19E-06,0.373134328,0.026624153,0.0014999,3.80E-08,0,0,0,0,0,0,0.061538462,0,0.007692308,0.745762712
0,0,118,67,0,0,0.002155172,0.000202512,0.694029851,0.420725389,2.99E-05,0.000252495,1.75E-05,0.000101257,0,0,0,0.001557632,0.092307692,0,0.007692308,0.338983051
0,2,13,13,1,0,0.007485632,0.000855222,0.388059701,0.082901554,0.0006849,0.000403113,0.000640312,0.000978815,0.000165104,0,0,0.012634129,0.215384615,0.012345679,0.015384615,0.491525424
0,0,18,22,1,0,0.004885057,0.000373244,0.925373134,0.160621762,4.99E-05,0.000496885,5.75E-05,0.000191263,0,0,0,0.002942195,0.076923077,0.024691358,0.007692308,0.491525424
0,3,13,23,1,0,0.014942529,0.00028362,0.552238806,0.143324033,0.0005499,0.000425117,0.000542201,0.002486415,0.000759477,0,0,0.035998615,0.307692308,0.333333333,0.361538462,0.491525424
0,1,13,37,0,0,0.000431034,6.49E-05,0.723880597,0.164966122,0.0002199,4.66E-06,2.28E-06,3.38E-05,0,0,0,0.000519211,0.153846154,0,0.007692308,0.491525424
0,1,78,132,1,0,0.006063218,0.000452276,0.910447761,0.079713033,0.0001799,0.000379973,0.000158541,0.00045003,0.000561353,0,0,0.00657667,0.138461538,0.049382716,0.007692308,0.491525424
0,1,13,63,1,0,0.025387931,0.000445837,0.970149254,0.219051415,0.0005999,0.001022629,0.001422916,0.004185277,0.00135385,0,0,0.064209069,0.323076923,0.098765432,0.107692308,0.491525424
0,1,42,121,1,0,0.012931034,0.000864673,0.873134328,0.015663611,0.0007999,0.000416369,0.000772415,0.001170078,0,0,0,0.015576324,0.153846154,0,0.007692308,0.491525424
0,1,85,87,1,0,0.031968391,0.001056072,0.47761194,0.028098844,0.0004999,0.000797289,0.000924456,0.001147576,0,0,0,0.015403254,0.061538462,0,0.007692308,0.491525424
0,1,75,37,0,2,0.00191092,0.016973901,0.902985075,0.323595058,0.019799902,4.38E-05,0.002010352,0.00014626,0,0,0,0.001384562,0.092307692,0,0.053846154,0.576271186
0,0,128,106,1,0,0.002873563,0.000501917,0.23880597,0.087724193,4.99E-05,0.000665796,7.71E-05,0.000191263,3.30E-05,0,0,0.001730703,0.076923077,0,0.007692308,0.338983051
0,0,125,67,1,4,0.014841954,0.000195969,0.291044776,0.035711439,9.90E-06,0.004620426,0.00010707,0.000697546,0.000264166,0,0,0.010730357,0.092307692,0.061728395,0.023076923,0.13559322
0,0,24,18,0,0,0.002586207,0.000380099,0.365671642,0,0.0009999,1.41E-05,3.25E-05,0.000101257,0,0,0,0.001557632,0.076923077,0.012345679,0.007692308,1
0,1,120,39,0,0,0.007614943,0.001097717,0.589552239,0.113830211,0.005899901,4.36E-05,0.000596922,0.000708797,0,0,0,0.009172724,0.153846154,0.037037037,0.038461538,0.745762712
0,1,110,35,0,0,0.000287356,0.000683658,0.947761194,0,0.015999902,4.54E-07,1.74E-05,2.25E-05,0,0,0,0.00017307,0.076923077,0,0.061538462,1
0,1,125,119,0,4,0.005818966,0.000906214,0.537313433,0.034475887,0.0044999,6.06E-05,0.000631968,0.00091131,0,0,0,0.013326411,0.292307692,0,0,0.491525424
0,1,93,110,1,0,0.017356322,0.000979949,0.529850746,0.074611399,0.0003499,0.001570528,0.001274739,0.001710113,0.000330207,0,0.185185185,0.025095189,0.184615385,0.049382716,0.123076923,0.491525424
0,1,108,87,0,0,0.012931034,0.000321111,0.208955224,0.01865285,0.006999901,2.05E-06,3.30E-05,0.000123758,0,0,0,0.001557632,0.015384615,0,0,1
0,1,122,3,0,0,0.002873563,0.000298056,0.350746269,0.145555998,0.0002756,4.01E-05,2.56E-05,0.000101257,6.60E-05,0,0,0.001038422,0.046153846,0,0,1
0,1,120,59,1,0,0.051178161,0.002386833,0.574626866,0,0.0009999,0.006586,0.015274298,0.008483062,0.010698719,0,0.259259259,0.129456559,0.323076923,0.12345679,0.323076923,0.491525424
0,1,29,110,0,0,0.00862069,0.001183499,0.947761194,0.066879235,0.0049999,2.25E-05,0.000261307,0.000281269,3.30E-05,0,0,0.004153686,0.061538462,0,0.123076923,0.661016949
0,0,85,132,1,0,0.045014368,0.000180495,0.985074627,0.44599442,0.0001249,0.00154913,0.000449009,0.003206462,0.000396249,0,0,0.048805815,0.138461538,0.111111111,0.123076923,0.491525424
1,2,92,105,1,0,0.054310345,0.000279778,0.373134328,0.112833798,0.0001199,0.001662899,0.000462711,0.002148892,6.60E-05,0,0.018518519,0.03271028,0.076923077,0.074074074,0.1,0.542372881
1,2,113,38,1,0,0.034252874,0.001381233,0.880597015,0.772299721,0.007999901,0.000381715,0.007082344,0.006784199,0.000198124,0,0,0.078400831,0.292307692,0.111111111,0.507692308,0.525423729
0,1,18,127,0,0,0.002298851,0.000388303,0.873134328,0.171024312,0.007499901,1.70E-06,2.99E-05,9.00E-05,0,0,0,0.001384562,0.076923077,0,0.084615385,1
0,1,85,84,0,0,0,0.000347905,0.694029851,0.170864886,0.0004999,7.73E-06,8.87E-06,2.25E-05,0,0,0,0,0.030769231,0,0,1
0,1,13,18,0,0,0.000359195,7.79E-05,0.410447761,0.03021124,0.0005999,2.01E-06,2.72E-06,3.38E-05,0,0,0,0.000346141,0.123076923,0,0,0.525423729
0,1,120,11,1,0,0.009770115,0.000528088,0.955223881,0,0.0001999,0.000388949,0.000180324,0.000438779,0.000132083,0,0,0.005884389,0.076923077,0.111111111,0.046153846,0.491525424
0,1,13,110,0,0,0.00737069,0.004005576,0.992537313,0.461976883,0.021499902,5.58E-05,0.002781449,0.00091131,0.00042927,0,0,0.013326411,0.230769231,0.135802469,0.346153846,1
0,1,125,110,0,4,0.000862069,0.003441555,0.395522388,0.527500996,0.0009999,0.000113125,0.000262273,9.00E-05,0,0,0,0.001038422,0.153846154,0,0.138461538,0.491525424
0,1,13,7,0,0,0.001048851,0.000310518,0.28358209,0.010681546,0.0003999,2.88E-05,2.66E-05,0.000101257,0,0,0,0.001384562,0.169230769,0,0.061538462,0.661016949
0,0,85,1,0,0,0.000287356,0.000195554,0.955223881,0.061857314,0.0034999,6.44E-07,5.01E-06,2.25E-05,0,0,0,0.00017307,0.076923077,0,0.007692308,0.745762712
0,1,125,110,1,4,0.05295977,0.000167617,0.485074627,0.173654843,0.0001999,0.000819368,0.000379971,0.002913943,0.000165104,0,0,0.044652129,0.107692308,0.049382716,0.276923077,0.491525424
0,1,3,22,0,0,0.011968391,7.51E-05,0.208955224,0.082104424,2.49E-05,0.000304494,1.76E-05,0.000281269,0,0,0,0.004326757,0.046153846,0.012345679,0.023076923,0.491525424
1,3,13,72,1,0,0.01933908,0.000798103,0.865671642,0.126863292,0.0009999,0.00052438,0.001216066,0.002002633,0.000594373,0,0,0.030287297,0.2,0.061728395,0.030769231,0.983050847
0,1,35,18,0,6,0.003836207,0.000267004,0.858208955,0.161538462,8.20E-05,0.000229734,4.37E-05,0.000202513,0,0,0,0.002769124,0.092307692,0.12345679,0.069230769,1
0,1,113,87,0,6,0.000359195,0.000106448,0.820895522,0.096014348,0.0017999,9.09E-07,3.69E-06,3.38E-05,0,0,0,0.000346141,0.123076923,0.012345679,0.061538462,0.949152542
0,2,113,87,1,6,0.026192529,0.000375633,0.544776119,0.13889996,0.0006999,0.000509913,0.000827751,0.002880191,0.000198124,0,0,0.041017653,0.2,0.061728395,0.146153846,0.491525424
0,0,125,107,1,4,0.014913793,0.000490597,0.880597015,0.12208051,0.0004499,0.000401788,0.000419233,0.001113824,0.000198124,0,0,0.014364832,0.123076923,0.012345679,0.061538462,0.491525424
0,0,113,10,0,6,0.001077586,0.000310518,0.649253731,0.043084894,0.0009999,5.76E-06,1.33E-05,4.50E-05,0,0,0,0.000519211,0.061538462,0,0.007692308,0.949152542
0,1,132,124,1,0,0.002586207,0.001703382,0.47761194,0.087245915,0.0003999,0.000389441,0.000361175,0.000270018,0,0,0,0.003115265,0.153846154,0.037037037,0.069230769,0.491525424
0,1,85,18,1,0,0.011364943,0.00058583,0.97761194,0.149940215,0.0004999,0.000431063,0.000499777,0.001113824,0,0,0,0.015057113,0.169230769,0.086419753,0.030769231,0.491525424
0,1,44,103,0,0,0.002614943,0.000186622,0.611940299,0.180868872,0.0001499,0.000177243,6.16E-05,0.000416278,3.30E-05,0,0,0.005365178,0.261538462,0.012345679,0.323076923,0.830508475
0,2,32,56,0,6,0.001436782,5.19E-06,0.992537313,0.230530092,0.019999902,0,8.80E-08,1.13E-05,0,0,0,0.00017307,0.015384615,0,0.061538462,0.491525424
0,0,29,84,1,0,0.00862069,0.000191399,0.962686567,0.168872061,3.99E-05,0.000519798,4.81E-05,0.000315021,0,0,0,0.003115265,0.046153846,0.024691358,0.076923077,0.406779661
0,1,125,37,0,4,0.000617816,4.93E-05,0.873134328,0.053567158,5.99E-05,1.33E-05,1.76E-06,3.38E-05,0,0,0,0.000519211,0.107692308,0,0,1
0,0,13,36,0,0,0.004310345,0.000479901,0.320895522,0.138461538,0.0008999,4.72E-05,9.84E-05,0.000258767,0,0,0.092592593,0.003634476,0.107692308,0.024691358,0.007692308,0.661016949
0,0,13,2,1,0,0.004022989,0.000203758,0.462686567,0.054244719,2.99E-05,0.000406484,2.82E-05,0.000168761,0,0,0,0.002422984,0.076923077,0.012345679,0.053846154,0.491525424
0,0,13,2,1,0,0.00512931,0.000210924,0.335820896,0.028019131,4.49E-05,0.000455301,4.74E-05,0.000281269,0,0,0,0.004326757,0.107692308,0.197530864,0.053846154,0.491525424
0,1,51,32,0,6,0.001637931,0.000199708,0.791044776,0.496612196,9.99E-05,8.22E-05,1.90E-05,0.000112507,0,0,0,0.001384562,0.107692308,0.086419753,0.146153846,0.491525424
0,0,35,85,0,6,0.000474138,0.000155778,0.992537313,0.122000797,0.014999901,7.60E-08,2.64E-06,1.13E-05,0,0,0,0.00017307,0.046153846,0.012345679,0.007692308,1
0,1,125,69,1,4,0.020114943,0.000420186,0.671641791,0.07357513,0.0006999,0.000405575,0.000658318,0.002047636,0.000165104,0,0,0.029075805,0.184615385,0,0.015384615,0.610169492
0,1,51,110,0,6,0.004597701,0.000391315,0.694029851,0.05663611,0.0001999,0.000122896,5.69E-05,0.000180012,0.000528332,0,0,0.002769124,0.076923077,0.012345679,0.092307692,0.474576271
0,1,125,106,1,4,0.008074713,0.000381968,0.626865672,0.056396971,0.0004999,0.000420762,0.000487832,0.00166511,3.30E-05,0,0,0.023364486,0.369230769,0.12345679,0.076923077,0.491525424
0,0,68,32,0,0,0.000316092,0.00026825,0.835820896,0.116460741,0.049999905,7.60E-08,6.85E-06,2.25E-05,0,0,0,0.000346141,0.138461538,0,0.007692308,1
0,2,32,111,1,6,0.007658046,0.000647933,0.925373134,0.113351933,0.0002499,0.000419171,0.00024295,0.000483782,0,0,0,0.005538249,0.092307692,0.12345679,0.084615385,0.644067797
0,1,18,110,1,0,0.008333333,0.000351124,0.604477612,0.044878438,9.99E-05,0.000415838,9.64E-05,0.000348773,0.000198124,0,0.018518519,0.005019038,0.076923077,0.111111111,0.123076923,0.711864407
0,1,26,70,0,3,0.000962644,0.001048906,0.843283582,0.182622559,0.0001999,7.69E-05,3.56E-05,3.38E-05,0,0,0,0.000346141,0.046153846,0.012345679,0.092307692,0.491525424
0,1,33,143,0,0,0.005028736,0.000120676,0.156716418,0.045157433,4.99E-05,7.35E-05,8.43E-06,7.88E-05,0,0,0,0.001211492,0.030769231,0.074074074,0,1
0,0,63,2,1,0,0.019252874,0.000251426,0.574626866,0.096412914,0.0001599,0.000403568,0.00014967,0.000765051,6.60E-05,0,0,0.011595708,0.076923077,0.012345679,0.069230769,0.13559322
1,4,85,127,1,0,0.049497126,0.001017439,0.895522388,0.063929853,0.0039999,0.000488553,0.004532162,0.00588414,0.000165104,0,0,0.065593631,0.169230769,0.160493827,0.169230769,0.491525424
0,1,18,34,0,0,0.001077586,0.003527856,0.947761194,0.119011558,0.0019999,3.22E-05,0.000149318,4.50E-05,3.30E-05,0,0,0.000519211,0.061538462,0,0,1
0,1,39,132,1,0,0.073275862,0.000477408,0.865671642,0.093104823,0.0021999,0.000453521,0.002313995,0.006367922,0.000264166,0,0,0.09709242,0.169230769,0.074074074,0.069230769,0.491525424
0,0,113,132,1,6,0.038793103,0.001181941,0.649253731,0.06624153,0.0005999,0.00138537,0.0019277,0.002148892,0.004986131,0,0,0.03271028,0.107692308,0.024691358,0.230769231,0.237288136
1,3,13,37,1,0,0.052686782,0.000986803,0.970149254,0.176444799,0.0049999,0.000397243,0.004606207,0.006165408,3.30E-05,0,0,0.076150917,0.184615385,0.061728395,0.076923077,0.745762712
0,1,39,28,1,0,0.006637931,0.00059663,0.701492537,0.086329215,0.0002499,0.000386298,0.00022389,0.000483782,0,0,0,0.0064036,0.123076923,0.049382716,0.007692308,0.491525424
0,0,29,2,1,0,0.020474138,0.0001375,0.21641791,0.016381028,2.99E-05,0.001006154,6.99E-05,0.000641292,9.91E-05,0,0,0.009865005,0.061538462,0.049382716,0.023076923,0.491525424
0,1,96,93,0,6,0,5.19E-06,0.462686567,0.020167397,0.0001649,2.27E-07,0,0,0,0,0,0,0.061538462,0,0.046153846,0.661016949
0,1,44,53,0,0,0.011494253,0.001778883,0.21641791,0.32746114,0.009999901,5.92E-05,0.001373026,0.001012567,0,0,0,0.015230183,0.169230769,0,0.192307692,0.491525424
0,0,40,10,1,1,0.009094828,0.002869538,0.305970149,0.02471104,0.0006199,0.001657029,0.002382593,0.001091322,9.91E-05,0,0,0.016441675,0.230769231,0.086419753,0.076923077,0.220338983
0,0,113,67,0,6,0.005747126,0.000135008,0.358208955,0.017536867,2.99E-05,0.000306766,2.13E-05,0.000191263,6.60E-05,0,0,0.002769124,0.061538462,0.037037037,0.007692308,0.322033898
0,1,44,23,0,0,0.004597701,0.000230967,0.514925373,0.099163013,0.0001499,0.000109072,3.79E-05,0.000202513,3.30E-05,0,0,0.002769124,0.076923077,0.037037037,0.030769231,1
0,1,13,8,0,0,0.002399425,0.00042704,0.268656716,0.029573535,0.0007999,3.15E-05,5.84E-05,0.000168761,0,0,0,0.001730703,0.092307692,0.012345679,0,0.491525424
0,1,33,143,0,0,0.004942529,0.000612001,0.753731343,0.396293344,0.0008899,8.85E-05,0.000182608,0.000382525,3.30E-05,0,0.092592593,0.005365178,0.138461538,0.049382716,0.223076923,0.491525424
1,1,125,93,1,4,0.003893678,0.000365248,0.828358209,0.170904743,2.99E-05,0.000945559,6.57E-05,0.000225015,0,0,0,0.003288335,0.107692308,0.074074074,0.038461538,0.322033898
1,1,126,21,1,0,0.005028736,0.000342712,0.917910448,0,4.99E-05,0.000405991,4.70E-05,0.000168761,0.000198124,0,0,0.002422984,0.061538462,0.197530864,0.015384615,0.491525424
0,1,67,70,1,0,0.012212644,0.000955959,0.298507463,0.093304105,0.0005999,0.000403075,0.000560822,0.000765051,0,0,0,0.008826584,0.092307692,0.012345679,0.069230769,0.491525424
0,1,37,84,1,0,0.004310345,0.001955016,0.992537313,0.07253886,0.0003999,0.000428904,0.000397802,0.000258767,0,0,0,0.003115265,0.092307692,0.024691358,0.007692308,0.491525424
0,1,113,15,1,6,0.001609195,0.004719144,0.910447761,0.12220008,0.0004999,0.000379026,0.000439435,0.000112507,0,0,0,0.001557632,0.123076923,0.024691358,0.261538462,0.491525424
0,1,125,121,1,4,0.007902299,0.000260773,0.425373134,0.030968513,9.99E-05,0.000736996,0.000170838,0.000843806,0,0,0,0.011422638,0.184615385,0.037037037,0.007692308,0.694915254
0,0,85,52,1,0,0.012313218,0.003589233,0.970149254,0.008529295,0.0024999,0.000382738,0.002219134,0.000810054,0,0,0,0.010384216,0.107692308,0,0.053846154,0.491525424
0,2,92,110,0,0,0.001436782,9.97E-05,0.97761194,0.102072539,0.0004999,7.65E-06,8.78E-06,0.000101257,0,0,0,0.001557632,0.138461538,0,0.046153846,0.610169492
0,1,14,121,1,0,0.013448276,0.000548235,0.447761194,0.067038661,0.0004199,0.000499726,0.00048669,0.001158827,0,0,0,0.017826237,0.169230769,0.061728395,0.007692308,0.847457627
0,0,125,2,0,4,0.002327586,0.000276558,0.335820896,0.013072937,9.99E-05,0.00015414,3.57E-05,0.00015751,6.60E-05,0,0,0.002249913,0.123076923,0.037037037,0.007692308,1
0,1,13,148,0,0,0.000474138,5.19E-06,0.462686567,0.08764448,0.0001999,3.79E-07,8.80E-08,1.13E-05,0,0,0,0.00017307,0.046153846,0,0.038461538,0.220338983
1,1,134,23,1,0,0.022729885,0.000241145,0.619402985,0.108529295,0.0002199,0.00072268,0.000368641,0.001980131,0.000264166,0,0,0.030114226,0.169230769,0.222222222,0.107692308,0.406779661
0,1,125,10,1,4,0.007543103,0.000847537,0.723880597,0.067118374,0.0004999,0.00043538,0.000504784,0.000776301,6.60E-05,0,0,0.010903427,0.184615385,0.098765432,0.1,0.491525424
0,0,125,132,0,4,0.007183908,0.000206666,0.402985075,0.108768434,0.0007999,9.66E-06,1.78E-05,0.000101257,0.000297187,0.047619048,0,0.000865351,0.015384615,0,0.007692308,0.491525424
1,1,51,10,1,6,0.007729885,0.001169583,0.962686567,0.347588681,0.0009999,0.000398417,0.000923929,0.001035069,0,0,0,0.012114919,0.2,0.037037037,0.1,0.491525424
1,2,4,18,1,0,0.005272989,0.000418005,0.97761194,0.23021124,0.0001999,0.000401257,0.000186033,0.000573788,3.30E-05,0,0,0.007615092,0.184615385,0.037037037,0.061538462,0.491525424
0,2,78,11,1,0,0.012112069,0.000391315,0.246268657,0.038700678,8.99E-05,0.001156773,0.000241369,0.000798803,0,0,0,0.010211146,0.107692308,0.074074074,0.023076923,0.237288136
0,5,85,110,0,0,0.009238506,0.002742423,0.388059701,0.373136708,0.014999901,6.35E-05,0.00220754,0.00105757,0.000264166,0,0,0.015576324,0.215384615,0,0.346153846,0.491525424
0,0,90,52,0,0,0.000617816,0.000503683,0.373134328,0.286329215,0.0007499,9.89E-06,1.71E-05,3.38E-05,0,0,0,0.000519211,0.107692308,0,0.007692308,0.491525424
1,1,35,40,1,6,0.034008621,0.001839221,0.888059701,0.071502591,0.0004999,0.000968547,0.001123049,0.000798803,6.60E-05,0,0,0.012287989,0.046153846,0.012345679,0.007692308,0.491525424
0,1,13,132,0,0,0.005890805,0.000941316,0.365671642,0.050059785,0.0009999,0.000151868,0.000352128,0.000483782,0.000297187,0,0.148148148,0.007095881,0.153846154,0.037037037,0.115384615,0.508474576
0,0,49,62,1,6,0.000545977,0.000516664,0.73880597,0.072419291,9.90E-06,0.000761234,1.76E-05,3.38E-05,0,0,0,0.000519211,0.123076923,0.012345679,0.007692308,0.237288136
0,0,40,103,1,1,0.034482759,0.007454505,0.686567164,0.283100837,0.0029999,0.002638755,0.018359566,0.003262716,0.001122705,0,0,0.049844237,0.184615385,0.049382716,0.269230769,0.237288136
0,1,51,35,1,6,0.013362069,0.002967782,0.97761194,0.400518135,0.0015999,0.000650495,0.002413775,0.001068821,0.002377493,0,0,0.016095535,0.153846154,0.160493827,0.369230769,0.491525424
1,1,85,100,1,0,0.015229885,0.001468157,0.820895522,0.18935831,0.0015999,0.000399591,0.001482731,0.001327588,9.91E-05,0,0,0.018345448,0.153846154,0.049382716,0.061538462,0.491525424
0,1,90,87,1,0,0.008908046,0.000271366,0.895522388,0.079952172,9.99E-05,0.000413566,9.58E-05,0.00045003,0,0,0,0.005365178,0.076923077,0,0.038461538,0.457627119
0,1,14,103,1,0,0.005747126,0.000560074,0.992537313,0.135591869,5.99E-05,0.000721468,0.000100307,0.000225015,0,0,0,0.003461405,0.076923077,0.049382716,0.138461538,0.101694915
0,0,18,110,0,0,0,0.000271781,0.089552239,0.166560383,0.007999901,3.79E-07,6.94E-06,2.25E-05,0,0,0,0,0.015384615,0,0.007692308,0.389830508
0,0,80,132,1,0,0.059655172,0.000175925,0.947761194,0.22746114,4.99E-05,0.017063005,0.001978556,0.014524712,0.005283318,0,0,0.222741433,0.476923077,0.12345679,0.053846154,0.491525424
0,2,3,56,1,0,0.051724138,0.003007453,0.850746269,0.278278198,0.0002499,0.006459961,0.003745431,0.001642609,0.003467177,0,0,0.024922118,0.061538462,0.037037037,0.1,0.491525424
0,1,13,146,0,0,0.000287356,0.000155778,0.992537313,0,0.0002499,4.70E-06,2.64E-06,1.13E-05,0,0,0,0.00017307,0.076923077,0,0.030769231,0.661016949
0,1,122,110,0,6,0,3.63E-05,0.671641791,0.127301714,0.0009999,4.54E-07,9.66E-07,2.25E-05,0,0,0,0,0.107692308,0,0.030769231,1
0,1,18,56,0,0,0.000201149,5.19E-06,0.992537313,0.025109605,0.039999904,0,8.80E-08,1.13E-05,0,0,0,0.00017307,0.107692308,0,0.092307692,0.508474576
0,1,13,87,0,0,0,5.19E-06,0.955223881,0,7.49E-05,4.92E-07,0,0,0,0,0,0,0.015384615,0,0.007692308,0.593220339
0,0,93,92,1,0,0.020689655,0.000324642,0.835820896,0.262375448,0.0001999,0.000445,0.000206323,0.000821304,0.001816141,0,0,0.012461059,0.076923077,0.049382716,0.053846154,0.491525424
0,3,44,39,1,0,0.010876437,0.000628513,0.828358209,0.163969709,0.0002999,0.000415952,0.000289326,0.00059629,0.000198124,0,0,0.009172724,0.107692308,0.074074074,0.115384615,0.491525424
0,0,132,67,1,0,0.02058908,0.000335754,0.746268657,0.123993623,5.99E-05,0.006361909,0.000885194,0.003442728,0.000495311,0,0.074074074,0.05209415,0.323076923,0.111111111,0.061538462,0.338983051
0,1,119,67,1,0,0.003189655,0.000422886,0.694029851,0.14256676,6.99E-05,0.000512905,8.32E-05,0.000247516,0,0,0,0.003461405,0.138461538,0.049382716,0.046153846,0.254237288
0,1,125,37,1,4,0.007183908,0.000742543,0.992537313,0.15651654,0.0004499,0.000381753,0.000398329,0.000697546,0,0,0,0.010384216,0.184615385,0.024691358,0.038461538,1
0,1,62,132,1,0,0.383864943,0.001381233,0.544776119,0.372937425,0.0029999,0.007693501,0.053528774,0.051348402,0.099260335,0,0.148148148,0.277431637,0.092307692,0.222222222,0.415384615,0.372881356
1,1,62,132,1,0,0.543965517,0.000674,0.97761194,0.160900757,0.0009999,0.005154123,0.011953459,0.02340155,0.014628187,0,0,0.327622015,0.076923077,0.222222222,0.353846154,0.508474576
0,4,40,110,1,1,0.017859195,0.032737821,0.992537313,0.314587485,0.009999901,0.001098525,0.025477307,0.001023818,0.003103949,0,0.240740741,0.015057113,0.107692308,0.037037037,0.307692308,0.508474576
0,1,3,93,1,0,0.012112069,0.000526426,0.73880597,0.06018334,0.0003299,0.000399477,0.000305663,0.0007538,0,0,0,0.010211146,0.107692308,0.037037037,0.069230769,0.491525424
1,3,85,64,1,0,0.023347701,0.001090966,0.686567164,0.344719012,0.0009999,0.00062762,0.001455502,0.001755116,0.000132083,0,0,0.022499135,0.123076923,0.234567901,0.407692308,0.491525424
0,1,44,22,1,0,0.016422414,0.000371583,0.462686567,0.162973296,9.99E-05,0.001113068,0.000258057,0.00090006,0.000363228,0,0.037037037,0.013845621,0.107692308,0.135802469,0.061538462,0.457627119
0,2,78,110,1,0,0.097844828,0.001441883,0.947761194,0.296054205,0.0049999,0.000736693,0.008542853,0.00784177,0.004589882,0,0.12962963,0.117860852,0.153846154,0.271604938,0.153846154,0.745762712
0,2,126,133,0,0,0.005747126,0.002527657,0.305970149,0,0.0009999,0.000249389,0.000578301,0.000292519,0.000198124,0,0.148148148,0.004153686,0.092307692,0.074074074,0.146153846,0.983050847
0,1,18,8,0,0,0.000962644,0.000451757,0.985074627,0.175249103,0.0029999,2.23E-06,1.54E-05,3.38E-05,0,0,0,0.000346141,0.046153846,0,0,0.491525424
0,0,40,103,1,1,0.046594828,0.004908259,0.992537313,0.281984855,0.0039999,0.002047152,0.018990919,0.00513034,0.004887069,0,0,0.078573901,0.215384615,0.049382716,0.430769231,0.491525424
0,2,62,132,1,0,0.540057471,0.001713871,0.932835821,0.618333998,0.0009999,0.018976542,0.044010697,0.034044755,0.021166292,0,0.148148148,0.520422291,0.123076923,0.086419753,0.923076923,0.508474576
1,1,82,63,1,0,0.009971264,0.000541381,0.597014925,0.137624552,0.0005999,0.000398682,0.000554674,0.001338839,0,0,0,0.020422291,0.261538462,0.12345679,0.153846154,0.576271186
0,1,119,23,1,0,0.00887931,0.000495478,0.73880597,0.222000797,0.0003749,0.000379746,0.000330169,0.000866307,0,0,0,0.011768778,0.169230769,0.061728395,0.069230769,0.491525424
0,0,117,140,1,3,0.017715517,0.004221485,0.97761194,0.176444799,0.0039999,0.000381488,0.003538932,0.001102573,0,0,0,0.0128072,0.092307692,0.012345679,0.030769231,0.576271186
0,1,13,8,0,0,0.000474138,0.000257034,0.171641791,0.073415703,0.0009999,3.83E-06,8.78E-06,3.38E-05,0,0,0,0.000346141,0.092307692,0,0,0.491525424
0,1,119,10,1,0,0.002011494,0.001037275,0.940298507,0.073933838,0.0002499,0.000395387,0.00022916,0.000281269,6.60E-05,0,0,0.003634476,0.230769231,0,0.092307692,0.576271186
0,1,132,56,0,0,0.000718391,0.001434925,0.813432836,0.045635711,0.0031129,5.08E-06,3.65E-05,2.25E-05,0,0.142857143,0,0.000346141,0.061538462,0.037037037,0.023076923,1
0,1,90,132,1,0,0.022442529,0.000645856,0.925373134,0.362176166,0.0013699,0.00044019,0.001398586,0.002846439,0.000528332,0,0,0.043267567,0.246153846,0.12345679,0.061538462,0.440677966
0,0,78,39,0,0,0.005028736,0.001347377,0.425373134,0.12917497,0.0004999,0.000246625,0.000285901,0.000270018,0.000132083,0,0,0.003634476,0.092307692,0.074074074,0.007692308,0.491525424
0,0,78,93,1,0,0.006221264,0.000421016,0.119402985,0.062375448,9.99E-05,0.000419626,9.72E-05,0.000292519,0.000231145,0,0,0.004499827,0.092307692,0.049382716,0.007692308,0.813559322
0,0,3,153,0,0,0.000617816,0.000159205,0.992537313,0.110681546,2.99E-05,0.000119942,8.26E-06,5.63E-05,0,0.047619048,0,0.000519211,0.107692308,0.012345679,0.007692308,0.491525424
0,0,91,52,0,0,0.003347701,0.000347905,0.970149254,0.05296931,0.0001599,7.24E-05,2.68E-05,9.00E-05,0,0,0,0.001211492,0.046153846,0.012345679,0.007692308,1
0,4,20,48,0,0,0.000804598,0.000264823,0.947761194,0.17425269,0.0039999,2.95E-06,2.73E-05,0.000123758,0,0,0,0.000865351,0.138461538,0,0.276923077,0.491525424
0,3,125,110,0,4,0.002873563,0.001214343,0.313432836,0.276365086,0.0003999,0.000233483,0.000216512,0.000225015,0.000132083,0,0,0.003461405,0.153846154,0.012345679,0.169230769,0.491525424
1,0,128,18,1,0,0.006465517,0.000668288,0.947761194,0.188760462,0.0002999,0.000384783,0.000267631,0.000517534,0,0,0.018518519,0.007788162,0.153846154,0.012345679,0.1,0.491525424
0,1,113,35,1,6,0.240114943,0.001073831,0.805970149,0.083618972,0.0026636,0.002003068,0.012374273,0.01524476,0.002905825,0,0.296296296,0.231394946,0.123076923,0.160493827,0.130769231,0.491525424
0,1,117,140,0,3,0.018678161,0.004445909,0.985074627,0.047469111,0.019999902,6.33E-05,0.002936301,0.000866307,0,0,0,0.002249913,0.015384615,0,0.015384615,1
0,1,44,58,1,0,0.022988506,0.001413843,0.955223881,0.057752092,0.0011999,0.000392433,0.001092044,0.001012567,0.001023643,0,0.018518519,0.013845621,0.076923077,0.049382716,0.053846154,0.372881356
0,0,128,153,0,0,0.000962644,0.000111122,0.574626866,0.056875249,0.0002499,8.48E-06,4.83E-06,4.50E-05,0,0.047619048,0,0.000692281,0.092307692,0.024691358,0.007692308,0.491525424
