featured_project,project_video,state,category,status_labels,funding_currency.1,avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,description_length,full_desc_len,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,project_img,duration
0,0,126,149,1,0,0.004109195,0.000801115,0.5,0.122359506,9.99E-05,0.001235017,0.00028634,0.000461281,0.000396249,0,0,0.006922811,0.215384615,0.098765432,0.107692308,0.355932203
0,1,125,125,1,4,0.004310345,0.000941731,0.425373134,0.197728179,0.0003499,0.000384783,0.000312251,0.000427528,0,0,0,0.003634476,0.107692308,0.012345679,0.046153846,0.491525424
0,0,125,85,0,4,0.000158046,5.19E-06,0.970149254,0.225707453,0.0003999,2.65E-07,1.76E-07,2.25E-05,0,0,0.203703704,0.00017307,0.138461538,0.012345679,0.007692308,0.491525424
0,1,45,92,1,0,0.002399425,0.00049849,0.78358209,0.119888402,5.66E-05,0.00038876,5.10E-05,0.000123758,0,0,0,0.001730703,0.092307692,0.012345679,0.061538462,0.203389831
0,0,3,53,0,0,0.001436782,0.000179041,0.955223881,0.037863691,0.0019999,7.73E-06,3.57E-05,0.000247516,0,0,0,0.00017307,0.015384615,0.012345679,0.007692308,1
0,3,133,11,1,0,0.00862069,0.002438448,0.552238806,0.122837784,0.0007999,0.000590392,0.001095294,0.000585039,9.91E-05,0,0,0.008307373,0.123076923,0.049382716,0.253846154,0.491525424
0,0,26,110,1,3,0.00262931,0.005243701,0.985074627,0.102510961,0.0002499,0.000918783,0.000532627,0.000123758,0,0,0,0.001903773,0.092307692,0.037037037,0.107692308,0.491525424
0,0,32,7,0,6,0,2.08E-05,0.970149254,0.099800717,0.0002499,7.57E-07,3.51E-07,1.13E-05,0,0,0,0,0.384615385,0,0.007692308,1
0,1,112,64,1,0,0.013936782,0.001261803,0.179104478,0.216141889,0.0009999,0.000471283,0.001092922,0.001136325,0.000132083,0,0,0.016787816,0.153846154,0.024691358,0.192307692,0.796610169
0,1,104,110,0,0,0.001795977,0.000538785,0.992537313,0.053487445,0.0003499,4.53E-05,3.67E-05,7.88E-05,0.000132083,0,0,0.000865351,0.061538462,0,0,0.745762712
0,1,121,15,1,0,0.035632184,0.006433431,0.753731343,0.080669589,0.0029999,0.001009639,0.007024724,0.001440095,0.003731343,0,0.055555556,0.021460713,0.076923077,0.061728395,0.530769231,0.491525424
0,2,65,44,0,0,0.012341954,0.000509083,0.835820896,0.039298525,0.006499901,5.80E-05,0.000874215,0.002250149,0.000561353,0,0,0.03271028,0.338461538,0.074074074,0.138461538,0.491525424
0,0,85,10,1,0,0.00670977,0.000180703,0.291044776,0.023355919,3.99E-05,0.000491394,4.55E-05,0.000315021,0,0,0,0.004845967,0.092307692,0.086419753,0.030769231,0.237288136
0,1,125,52,1,4,0.01558908,0.000365871,0.97761194,0.294380231,0.0001499,0.001308111,0.000454982,0.001620107,0.000858539,0,0,0.024402908,0.2,0.135802469,0.2,0.491525424
0,0,125,151,0,4,0,3.63E-05,0.440298507,0,0.0009999,4.54E-07,9.66E-07,2.25E-05,6.60E-05,0,0,0,0.046153846,0.012345679,0.007692308,0.474576271
0,10,13,144,0,0,0.00158046,0.000485301,0.955223881,0.148704663,0.0004999,4.65E-05,5.38E-05,0.000135009,0.000198124,0.047619048,0.074074074,0.001903773,0.153846154,0.037037037,0.184615385,0.915254237
0,1,117,72,1,3,0.004597701,0.002670869,0.985074627,0.092546831,0.0004999,0.000429397,0.000497845,0.000236266,0,0,0,0.002769124,0.076923077,0,0.007692308,0.152542373
0,1,63,104,0,0,0.001192529,0.000613974,0.791044776,0.021642088,0.0004999,3.61E-05,4.18E-05,7.88E-05,0,0,0,0.000865351,0.092307692,0,0,0.576271186
0,1,29,7,0,0,0,5.19E-06,0.925373134,0.069549621,0.0004999,7.60E-08,0,0,0,0,0,0,0,0.024691358,0.061538462,0.661016949
0,1,125,110,0,4,0.00316092,8.48E-05,0.388059701,0.070346752,7.99E-05,4.92E-05,9.05E-06,0.000123758,0,0,0,0.001903773,0.076923077,0,0.076923077,0.322033898
0,1,103,92,0,0,0.002155172,0.000272612,0.97761194,0.074292547,0.0003499,2.31E-05,1.87E-05,7.88E-05,0,0,0,0.001038422,0.061538462,0,0,0.491525424
0,1,103,35,0,0,0.002873563,0.000626851,0.97761194,0.179992029,9.99E-05,0.000322672,7.47E-05,0.00014626,0,0.095238095,0,0.002076843,0.092307692,0.012345679,0.046153846,0.305084746
0,1,18,143,0,0,0.003045977,0.000883262,0.253731343,0,0.0029999,2.37E-05,0.000165216,0.000236266,0,0,0.074074074,0.002942195,0.123076923,0.148148148,0.115384615,0.491525424
1,2,125,110,1,4,0.019152299,0.000254645,0.858208955,0.048106815,7.99E-05,0.000497567,9.22E-05,0.000461281,0,0,0,0.006922811,0.046153846,0.049382716,0.084615385,0.322033898
0,1,125,60,1,4,0.010948276,0.000384461,0.962686567,0.056675967,0.0001999,0.000440455,0.000204215,0.000686295,0.000330207,0,0,0.010557286,0.123076923,0.061728395,0.069230769,0.491525424
0,1,13,39,1,0,0.007902299,0.000391003,0.470149254,0.215942607,0.0001499,0.000452688,0.000157399,0.000517534,0,0,0.111111111,0.007615092,0.123076923,0.049382716,0.123076923,0.186440678
0,0,78,135,1,0,0.029094828,0.000410839,0.432835821,0.260382623,0.0003499,0.000385768,0.000313041,0.000990066,6.60E-05,0,0,0.014018692,0.061538462,0.160493827,0.176923077,0.406779661
1,1,40,110,1,1,0.014367816,0.000881289,0.813432836,0.137584695,0.0002999,0.000452574,0.000314798,0.000461281,0,0,0,0.006922811,0.061538462,0,0.069230769,0.322033898
0,1,119,30,0,0,0,0.000115276,0.71641791,0.016420885,0.0014999,1.48E-06,5.01E-06,4.50E-05,3.30E-05,0,0,0,0.030769231,0.012345679,0,1
0,0,125,110,0,4,0,0.00013937,0.208955224,0,5.49E-05,0.000124638,1.58E-05,0.000135009,0,0,0,0,0,0,0,0.322033898
0,1,133,67,1,0,0.006896552,0.00060525,0.529850746,0.160422479,0.0001299,0.000839024,0.000252875,0.000540036,9.91E-05,0,0,0.008307373,0.153846154,0.061728395,0.092307692,0.491525424
0,0,29,24,0,0,0.000718391,5.09E-05,0.992537313,0.080908729,0.0013499,7.57E-07,2.28E-06,4.50E-05,3.30E-05,0,0,0.000346141,0.061538462,0,0.007692308,0.322033898
0,1,52,10,0,5,0.003965517,0.053584367,0.149253731,0.112833798,0.069999907,0.000139597,0.022661954,0.000551287,6.60E-05,0,0,0.008134303,0.261538462,0,0.192307692,0.491525424
0,0,33,10,1,0,0.008333333,0.000168656,0.432835821,0.131287365,4.99E-05,0.000393115,4.55E-05,0.000337522,3.30E-05,0,0,0.005019038,0.076923077,0.037037037,0.053846154,0.491525424
0,1,33,87,1,0,0.005574713,0.001796226,0.358208955,0.048465524,0.0005749,0.000445568,0.000594111,0.000427528,9.91E-05,0,0,0.005365178,0.123076923,0,0.007692308,0.491525424
0,1,126,47,0,0,0,1.90E-05,0.992537313,0,0.0002999,8.71E-07,5.27E-07,2.25E-05,0,0,0,0,0.030769231,0,0.007692308,1
1,1,125,2,1,4,0.015229885,0.000198461,0.373134328,0.07345556,7.59E-05,0.000527713,9.29E-05,0.00059629,0.000132083,0,0,0.009172724,0.076923077,0.037037037,0.061538462,0.322033898
0,1,75,88,1,0,0.010531609,0.000479797,0.731343284,0.102869669,0.0001499,0.000389063,0.000135265,0.000360024,3.30E-05,0,0,0.003807546,0.046153846,0,0.007692308,0.288135593
0,0,22,83,0,6,0.001436782,5.02E-05,0.380597015,0.135073735,0.0002999,2.01E-06,1.32E-06,2.25E-05,0,0,0,0.00017307,0.015384615,0,0.007692308,0.491525424
0,1,43,37,0,0,0.000718391,0.000205108,0.985074627,0.039338382,0.0004999,6.14E-06,7.03E-06,3.38E-05,0,0,0,0.00017307,0.030769231,0,0,1
0,1,18,63,0,0,0.011882184,0.000365144,0.970149254,0.127381427,0.0013499,0.000129031,0.00040395,0.001440095,0.000264166,0.142857143,0,0.021460713,0.230769231,0.111111111,0.176923077,0.525423729
0,1,29,63,0,0,0.002054598,0.000168552,0.156716418,0.058907931,0.0002999,2.32E-05,1.61E-05,0.000112507,6.60E-05,0.047619048,0,0.001730703,0.107692308,0.111111111,0.061538462,0.711864407
0,4,24,50,0,0,0.001077586,0.000136046,0.962686567,0.130609805,0.0019999,1.29E-06,5.89E-06,4.50E-05,0,0,0,0.000519211,0.061538462,0,0.007692308,0.745762712
0,0,14,103,0,0,0.010057471,0.00024748,0.902985075,0.038023117,0.0004999,3.32E-05,3.84E-05,0.000191263,0,0,0,0.002422984,0.030769231,0,0.007692308,0.491525424
0,0,33,2,1,0,0.015431034,0.000429948,0.679104478,0.211478677,3.99E-05,0.013289404,0.001232755,0.003757749,0.000627394,0,0.111111111,0.057632399,0.476923077,0.148148148,0.230769231,0.525423729
0,0,87,8,0,6,0.000474138,6.75E-05,0.917910448,0.019091271,0.0001599,4.96E-06,1.76E-06,2.25E-05,0,0,0,0.00017307,0.046153846,0,0.007692308,0.491525424
0,0,120,121,1,0,0.006063218,0.002192214,0.514925373,0.063929853,0.0008999,0.000391751,0.00081765,0.000483782,6.60E-05,0,0,0.00657667,0.138461538,0.024691358,0.069230769,0.508474576
0,0,14,93,1,0,0.012456897,0.000711699,0.865671642,0.12574731,0.0001999,0.000392168,0.000181817,0.000326272,0,0,0.074074074,0.004499827,0.046153846,0.160493827,0.030769231,0.491525424
0,0,128,84,0,0,0.000718391,0.000225359,0.671641791,0.072100438,4.49E-05,9.34E-05,9.66E-06,4.50E-05,0,0,0,0.000692281,0.123076923,0.012345679,0.007692308,0.491525424
0,0,90,119,1,0,0.012456897,0.001724464,0.97761194,0.174810682,0.0014999,0.000382662,0.001331129,0.001012567,0.000165104,0,0,0.013499481,0.138461538,0.12345679,0.107692308,0.745762712
0,0,4,67,1,0,0.043275862,0.000753239,0.694029851,0.219011558,0.0016499,0.000410688,0.001571444,0.002745182,0.000924581,0,0,0.041709934,0.123076923,0.172839506,0.007692308,0.305084746
0,0,120,10,1,0,0.003117816,6.23E-05,0.485074627,0.071542447,4.90E-06,0.000689277,7.91E-06,0.00014626,0.000231145,0,0,0.002249913,0.092307692,0.012345679,0.053846154,0.491525424
0,0,66,24,0,0,0.000474138,0.000117353,0.380597015,0.03981666,0.0001999,1.12E-05,5.09E-06,4.50E-05,0,0.047619048,0,0.000692281,0.184615385,0,0.007692308,0.576271186
0,1,78,110,0,0,0.007183908,0.000211651,0.656716418,0.018852132,0.0049999,1.25E-06,1.46E-05,7.88E-05,0.000330207,0,0,0.000865351,0.015384615,0.049382716,0,1
0,2,119,106,1,0,0.003591954,0.000443656,0.104477612,0.077202073,5.99E-05,0.000491091,6.82E-05,0.000191263,0,0,0,0.001730703,0.061538462,0,0.030769231,0.491525424
0,0,18,62,0,0,0.000359195,0.000127219,0.208955224,0,0.0002999,6.44E-06,4.39E-06,3.38E-05,0,0,0,0.00017307,0.061538462,0,0.007692308,1
0,1,18,62,0,0,0.005747126,0.000242806,0.447761194,0.076325229,9.99E-05,0.000144672,3.35E-05,0.000168761,0,0.047619048,0.037037037,0.002076843,0.046153846,0.037037037,0.053846154,0.491525424
0,1,118,114,0,0,0.008045977,0.00064191,0.71641791,0,0.0047999,1.57E-05,0.000175054,0.000348773,0.000132083,0,0,0.004845967,0.076923077,0,0.084615385,0.491525424
0,2,90,133,0,0,0.000474138,0.00025963,0.567164179,0.067118374,0.0024999,7.57E-07,4.39E-06,1.13E-05,0,0,0,0.00017307,0.046153846,0,0.015384615,0.491525424
0,0,3,67,1,0,0.009698276,0.00040762,0.208955224,0.077839777,6.99E-05,0.00060217,9.77E-05,0.00030377,3.30E-05,0,0,0.004672897,0.061538462,0.049382716,0.007692308,0.355932203
0,1,120,108,0,0,0.002873563,0.000136773,0.149253731,0.057074532,0.0004999,3.11E-06,3.51E-06,2.25E-05,0,0,0,0.000346141,0.015384615,0,0,1
0,0,45,67,1,0,0.000718391,0.00020947,0.649253731,0.102032682,9.90E-06,0.000469617,1.08E-05,5.63E-05,0,0,0,0.000346141,0.061538462,0.012345679,0.069230769,0.491525424
0,1,40,59,0,1,0.007183908,0.007033696,0.78358209,0.124352332,0.009999901,6.93E-05,0.00160728,0.000292519,6.60E-05,0,0,0.004326757,0.076923077,0,0.161538462,0.491525424
0,0,128,8,0,0,0.004310345,0.000131892,0.992537313,0.045795138,0.006499901,3.79E-07,5.71E-06,4.50E-05,0,0,0,0.000519211,0.015384615,0,0.007692308,0.745762712
0,0,126,103,0,0,0.000474138,6.49E-05,0.298507463,0.028816261,0.0009999,1.02E-06,2.28E-06,3.38E-05,0,0,0,0.000346141,0.092307692,0,0.007692308,0.491525424
0,0,132,2,1,0,0.009195402,0.000326511,0.559701493,0.056157832,8.29E-05,0.000495522,9.53E-05,0.000371275,0,0,0,0.005538249,0.076923077,0.148148148,0.1,0.491525424
0,1,33,39,0,0,0.00316092,0.000480524,0.955223881,0.051933041,0.0019999,2.30E-05,0.000106719,0.000281269,0,0,0,0.003807546,0.153846154,0.012345679,0.023076923,0.491525424
0,1,44,23,1,0,0.008462644,0.000922207,0.970149254,0.17712236,0.0004499,0.000420875,0.000439172,0.000618791,0,0,0,0.009172724,0.138461538,0.111111111,0.030769231,0.661016949
0,1,83,52,0,0,0.002772989,0.000542731,0.664179104,0.199920287,0.0011999,5.50E-05,0.000152832,0.000360024,3.30E-05,0.047619048,0.018518519,0.005019038,0.230769231,0.061728395,0.038461538,0.491525424
0,1,128,110,0,0,0.012385057,0.003120444,0.955223881,0.148903946,0.0049999,0.000161866,0.001876843,0.000787552,0.000165104,0,0,0.011941848,0.123076923,0,0.107692308,0.491525424
0,1,13,69,1,0,0.025862069,0.000620724,0.268656716,0.034276604,0.0008999,0.000420989,0.000878607,0.001856373,0.000693435,0,0,0.024922118,0.123076923,0.074074074,0.015384615,0.508474576
0,1,13,124,0,0,0.000545977,0.003550704,0.791044776,0.138700678,0.0004999,0.000129675,0.000150284,4.50E-05,0,0.047619048,0,0.000519211,0.123076923,0,0.092307692,0.491525424
0,0,133,17,0,0,0.064655172,0.000276662,0.417910448,0.06189717,0.0002499,0.000201481,0.000116732,0.000540036,9.91E-05,0,0,0.007788162,0.015384615,0,0.007692308,0.491525424
1,1,75,87,1,2,0.009511494,0.006967334,0.626865672,0.10892786,0.0044999,0.000401182,0.004186886,0.000787552,0.000132083,0,0,0.009172724,0.123076923,0.037037037,0.023076923,0.491525424
0,1,113,53,1,6,0.172887931,0.00014342,0.947761194,0.143124751,0.0003909,0.000530781,0.000481244,0.004297785,0.00089156,0,0,0.062478366,0.046153846,0,0.030769231,0.542372881
1,0,85,67,1,0,0.009583333,0.000342089,0.582089552,0.031646074,6.99E-05,0.000452309,7.33E-05,0.000270018,3.30E-05,0,0,0.003461405,0.046153846,0.061728395,0.038461538,0.491525424
0,1,66,85,0,0,0.004310345,0.000727276,0.947761194,0.105181347,0.0004999,9.08E-05,0.000105226,0.000180012,6.60E-05,0,0,0.002596054,0.076923077,0,0.007692308,0.491525424
0,0,35,10,1,6,0.005948276,0.000185064,0.5,0.022758071,1.59E-05,0.001344468,4.98E-05,0.000337522,0,0,0,0.005019038,0.107692308,0.111111111,0.061538462,0.406779661
1,1,62,132,1,0,0.135775862,0.000188595,0.626865672,0.068393782,9.99E-05,0.004063323,0.000942286,0.006457928,0.000495311,0,0,0.098130841,0.092307692,0.037037037,0.007692308,0.338983051
0,1,1,60,1,0,0.00670977,0.000106241,0.888059701,0.002829813,9.90E-06,0.000609745,1.41E-05,0.00015751,0.000231145,0,0,0.002422984,0.046153846,0.111111111,0.084615385,0.491525424
0,1,32,133,0,6,0.010057471,0.000432025,0.253731343,0.1299721,0.0002399,6.64E-05,3.69E-05,0.000101257,0,0,0,0.001211492,0.015384615,0,0,0.355932203
0,0,13,133,0,0,0,0.001368771,0.850746269,0,0.0028999,1.73E-05,0.000116117,0.000101257,0,0,0,0,0,0,0,0.576271186
0,1,85,127,1,0,0.100416667,0.001632971,0.902985075,0.299840574,0.009999901,0.000405045,0.009393703,0.007616755,0.001320829,0,0.12962963,0.108861198,0.138461538,0.037037037,0.084615385,0.491525424
0,0,86,110,1,0,0.010301724,0.000823755,0.873134328,0.05846951,0.0002999,0.000453446,0.000315413,0.000495033,0.000330207,0,0,0.007442021,0.092307692,0.024691358,0.076923077,0.474576271
0,0,113,110,0,6,0,5.19E-06,0.888059701,0.028457553,0.0004499,7.60E-08,0,0,0,0,0,0,0.030769231,0.012345679,0.007692308,0.796610169
0,1,75,126,0,2,0,0.000192126,0.746268657,0.024870466,0.0009999,7.20E-07,1.58E-06,0,0,0,0,0,0.138461538,0,0,0.966101695
0,0,13,130,0,0,0.000359195,0.000129815,0.992537313,0.10972499,0.0009999,9.85E-07,2.20E-06,1.13E-05,0,0,0,0.00017307,0.061538462,0,0.007692308,0.525423729
0,2,4,59,0,0,0.006163793,0.003260956,0.731343284,0.087365484,0.0049999,8.57E-05,0.000994372,0.000393776,3.30E-05,0,0,0.005192108,0.107692308,0.024691358,0.038461538,0.491525424
0,0,40,110,0,1,0.000718391,0.000548651,0.985074627,0.019689119,0.0049999,1.21E-06,1.40E-05,2.25E-05,0,0,0,0.00017307,0.030769231,0,0.007692308,1
0,1,13,132,1,0,0.050287356,0.000266277,0.507462687,0.072339578,0.0001999,0.000381185,0.000176723,0.000855057,6.60E-05,0,0,0.012114919,0.030769231,0.049382716,0.053846154,0.491525424
0,1,14,64,0,0,0.001020115,0.00149547,0.201492537,0.187485054,0.0009999,8.76E-05,0.000202985,0.000168761,0,0,0.074074074,0.000865351,0.107692308,0.049382716,0.007692308,0.542372881
1,1,13,83,1,0,0.001149425,0.000475643,0.746268657,0.000478278,2.69E-05,0.000649435,4.06E-05,0.000101257,9.91E-05,0,0,0.001384562,0.153846154,0,0.023076923,1
0,2,13,115,1,0,0.006566092,0.000708271,0.955223881,0.090035871,0.0002999,0.00038164,0.000265435,0.000483782,0,0,0,0.005538249,0.107692308,0.012345679,0.023076923,0.745762712
0,0,132,132,1,0,0.054123563,0.000906214,0.940298507,0.077082503,0.0009999,0.001156659,0.00268246,0.003904009,0.00313697,0,0,0.05867082,0.138461538,0.24691358,0.061538462,0.457627119
0,1,104,152,0,0,0.000316092,0.000158374,0.649253731,0.033240335,0.0002999,7.95E-06,5.45E-06,3.38E-05,9.91E-05,0.047619048,0,0.000346141,0.138461538,0,0.046153846,0.237288136
0,1,125,23,1,4,0.007600575,0.000145393,0.768656716,0.105460343,4.99E-05,0.000417353,4.83E-05,0.000416278,0.000132083,0,0,0.0064036,0.107692308,0.037037037,0.130769231,0.491525424
0,0,125,132,1,4,0.004928161,0.000317164,0.626865672,0.154085293,4.99E-05,0.00061126,7.08E-05,0.000281269,0,0,0,0.004153686,0.107692308,0.037037037,0.184615385,0.101694915
0,1,13,106,1,0,0.024899425,0.000639521,0.649253731,0.094699083,0.0005999,0.000470185,0.00065419,0.001338839,3.30E-05,0,0,0.017999308,0.092307692,0.098765432,0.007692308,0.491525424
0,1,85,87,0,0,0.002873563,0.001995415,0.343283582,0.075767238,0.0007499,0.000136189,0.000236801,0.00014626,0,0,0,0.002076843,0.092307692,0.074074074,0.030769231,0.593220339
0,1,85,143,0,0,0.00191092,0.000153597,0.694029851,0.038421682,0.0002499,1.62E-05,9.31E-06,6.75E-05,0,0.047619048,0.111111111,0.000692281,0.046153846,0.111111111,0,0.983050847
0,0,125,67,1,4,0.016163793,0.000284451,0.373134328,0.043523316,0.0002999,0.00038376,0.000266928,0.00121508,0,0,0,0.015576324,0.123076923,0.049382716,0.1,0.576271186
1,4,75,132,1,2,0.026135057,0.006136829,0.992537313,0.085173376,0.007599901,0.000875306,0.015428272,0.003330221,0.003632281,0,0.148148148,0.050363448,0.246153846,0.222222222,0.823076923,0.491525424
0,0,125,16,0,4,0.001724138,0.000261811,0.291044776,0.020725389,5.99E-05,0.000113617,1.57E-05,6.75E-05,0,0,0,0.001038422,0.076923077,0.012345679,0.007692308,0.491525424
0,0,1,18,0,0,0.002255747,0.000464738,0.462686567,0.112036668,0.0002999,9.14E-05,6.35E-05,0.000168761,0,0,0,0.001903773,0.107692308,0.024691358,0.007692308,0.93220339
0,0,65,16,0,0,0.002672414,0.000263369,0.694029851,0.038341969,9.58E-05,0.000142968,3.17E-05,0.00014626,9.91E-05,0.285714286,0,0.002249913,0.107692308,0,0.007692308,0.338983051
1,1,133,37,1,0,0.099137931,0.001009027,0.671641791,0.142247908,0.0049999,0.000822587,0.00953863,0.012499578,0.001089684,0,0.055555556,0.179127726,0.230769231,0.160493827,0.1,0.491525424
0,1,14,132,1,0,0.104166667,0.000240418,0.805970149,0.131446792,0.0001499,0.002705335,0.000941057,0.005085337,0.002080306,0,0,0.075285566,0.092307692,0.209876543,0.238461538,0.322033898
0,2,78,110,1,0,0.095114943,0.001171036,0.656716418,0.236707852,0.0006499,0.002223788,0.003352284,0.00378025,0.001485933,0,0,0.057286258,0.076923077,0.037037037,0.1,0.576271186
0,1,13,92,1,0,0.033764368,0.0007333,0.940298507,0.148306098,0.0009841,0.000426859,0.000974258,0.001743866,6.60E-05,0,0,0.024402908,0.092307692,0.086419753,0.030769231,0.491525424
1,1,78,151,1,0,0.012571839,0.000266381,0.962686567,0.086488641,9.99E-05,0.000386298,8.95E-05,0.000427528,9.91E-05,0,0,0.006057459,0.061538462,0.012345679,0.015384615,0.355932203
1,1,125,110,1,4,0.015445402,0.000283101,0.813432836,0.137903547,6.29E-05,0.00081755,0.000119367,0.000540036,0,0,0.111111111,0.007442021,0.061538462,0.037037037,0.076923077,0.322033898
0,1,35,35,1,6,0.011020115,0.00015017,0.462686567,0.063969709,1.49E-05,0.000906399,3.14E-05,0.000258767,0.000231145,0,0,0.003980616,0.046153846,0.049382716,0.061538462,0.406779661
0,1,132,151,1,0,0.013477011,0.00051386,0.582089552,0.056795536,0.0003999,0.000392736,0.000364249,0.000922561,3.30E-05,0,0,0.01298027,0.123076923,0.037037037,0.007692308,0.491525424
0,0,14,7,0,0,0.004784483,0.000170421,0.268656716,0,0.0001199,5.87E-05,1.62E-05,0.000112507,0,0,0,0.001730703,0.046153846,0.024691358,0.007692308,0.491525424
0,1,75,8,0,2,0.002873563,0.000823028,0.932835821,0.064886409,0.0049999,2.42E-06,2.79E-05,3.38E-05,0,0,0,0.000346141,0.015384615,0,0,1
0,1,35,143,0,6,0.012011494,0.000536085,0.723880597,0.103268234,0.0019999,0.000145051,0.000672811,0.001642609,0.000330207,0,0,0.020249221,0.215384615,0.037037037,0.238461538,0.576271186
0,0,63,10,1,0,0,0.000344374,0.5,0,3.49E-05,0.002367552,0.000192094,0.000720048,0,0,0,0,0,0,0,0.745762712
0,0,67,10,1,0,0.024066092,0.000215389,0.335820896,0.109286568,6.99E-05,0.000804522,0.000130522,0.000776301,0.000198124,0,0.018518519,0.011595708,0.061538462,0.135802469,0.092307692,0.322033898
1,1,125,67,1,4,0.018678161,0.000261603,0.962686567,0,4.49E-05,0.00147028,0.000153359,0.0007538,0.000132083,0,0,0.011249567,0.076923077,0.172839506,0.038461538,0.491525424
0,1,33,24,1,0,0.010775862,0.000313945,0.589552239,0.077321642,0.0001999,0.000477191,0.000221255,0.00091131,0.000330207,0,0,0.01298027,0.153846154,0.185185185,0.1,0.491525424
0,0,13,68,0,0,0.00033046,0.001059499,0.97761194,0.1672778,0.009999901,9.70E-06,0.000225031,0.000270018,0,0.095238095,0,0.002596054,1,0,0.007692308,0.661016949
0,1,128,53,0,0,0.002873563,5.37E-05,0.082089552,0.077720207,0.0001999,3.22E-06,1.41E-06,2.25E-05,0,0.047619048,0,0.000346141,0.015384615,0,0,0.457627119
0,0,45,10,1,0,0.003491379,0.000217778,0.589552239,0.053248306,3.99E-05,0.000386298,3.57E-05,0.000202513,0,0,0,0.002942195,0.107692308,0.037037037,0.146153846,0.661016949
0,0,29,2,1,0,0.042298851,0.000646687,0.746268657,0.027859705,0.0001199,0.005289516,0.001472015,0.002992698,0.003070929,0,0.166666667,0.045863621,0.138461538,0.209876543,0.176923077,0.491525424
0,0,32,2,1,6,0.011494253,0.00021622,0.597014925,0.02574731,4.49E-05,0.00044856,4.67E-05,0.000270018,0,0,0,0.004153686,0.046153846,0.037037037,0.023076923,0.745762712
0,0,120,30,0,0,0.001752874,0.000172187,0.320895522,0.045914707,4.99E-05,0.000155277,1.79E-05,0.000123758,6.60E-05,0.523809524,0,0.001903773,0.138461538,0.012345679,0.007692308,0.271186441
0,0,14,18,1,0,0.004554598,0.00029494,0.634328358,0.086010363,1.99E-05,0.001094511,5.07E-05,0.000213764,0,0,0.055555556,0.003288335,0.092307692,0.061728395,0.030769231,0.491525424
0,1,14,23,1,0,0.009885057,9.25E-05,0.940298507,0.133320048,4.99E-05,0.000399174,4.62E-05,0.000618791,0.000132083,0,0,0.009518865,0.123076923,0.111111111,0.184615385,0.152542373
0,0,125,18,0,4,0.003261494,0.000215285,0.992537313,0.15388601,0.0001999,0.000120623,5.59E-05,0.000326272,3.30E-05,0.19047619,0,0.004326757,0.169230769,0.049382716,0.007692308,0.576271186
0,1,62,56,1,0,0.039755747,0.000827701,0.708955224,0.125189318,0.0019999,0.000413074,0.00191593,0.003048952,0.000264166,0,0,0.043094496,0.138461538,0.098765432,0.061538462,0.440677966
0,0,13,64,1,0,0.013405172,0.000364002,0.514925373,0.099402152,9.99E-05,0.00125206,0.000290292,0.001035069,0.000627394,0,0,0.014537902,0.138461538,0.098765432,0.023076923,0.491525424
0,1,126,132,1,0,0.070402299,0.000119118,0.843283582,0.060701475,7.99E-05,0.001700468,0.000315413,0.003363973,0.001618016,0,0.018518519,0.050882658,0.092307692,0.098765432,0.053846154,0.525423729
0,4,83,7,0,0,0.009482759,0.001019412,0.865671642,0.213790355,0.0019999,0.000130773,0.000606496,0.000776301,0.000198124,0.047619048,0,0.011422638,0.153846154,0,0.376923077,0.661016949
0,1,125,84,0,4,0.000574713,0.000373141,0.335820896,0.030809087,9.99E-05,9.66E-05,2.23E-05,6.75E-05,0,0,0,0.000346141,0.076923077,0.024691358,0.023076923,0.389830508
0,1,32,143,0,6,0.000718391,7.79E-05,0.932835821,0.064806696,0.0002499,4.85E-06,2.72E-06,3.38E-05,0,0,0,0.000346141,0.061538462,0,0.007692308,0.491525424
0,0,132,10,1,0,0.008146552,0.000136462,0.201492537,0.009406138,2.99E-05,0.000378723,2.63E-05,0.000236266,0,0,0,0.002942195,0.046153846,0.049382716,0.007692308,0.06779661
0,2,132,121,1,0,0.043577586,0.000794884,0.679104478,0.024272619,0.0022999,0.000385654,0.002056992,0.003408976,3.30E-05,0,0,0.047248183,0.138461538,0.074074074,0.030769231,0.203389831
0,0,45,132,1,0,0.018678161,0.000181741,0.649253731,0.049262654,1.99E-05,0.001363404,6.32E-05,0.000438779,0.000264166,0,0,0.00674974,0.046153846,0.061728395,0.030769231,0.491525424
0,1,65,38,0,0,0.000316092,0.000745139,0.947761194,0.042287764,0.0012999,8.41E-06,2.53E-05,3.38E-05,0,0,0,0.000346141,0.138461538,0,0.023076923,0.661016949
0,0,14,10,1,0,0.011020115,0.000249037,0.746268657,0.021801515,2.99E-05,0.003585261,0.000249362,0.001293836,3.30E-05,0,0,0.019903081,0.230769231,0.185185185,0.069230769,0.491525424
0,0,42,92,0,0,0.002155172,8.20E-05,0.776119403,0.046512555,2.99E-05,5.30E-05,3.60E-06,4.50E-05,0,0,0,0.000519211,0.030769231,0.012345679,0.007692308,1
0,1,82,146,0,0,0.000201149,5.19E-06,0.910447761,0.18397768,0.019999902,0,1.76E-07,2.25E-05,0,0,0,0.00017307,0.107692308,0,0.030769231,0.661016949
