State,Currency,Top_Category,Category,Creator,Location,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration_in_Days,Facebook_Connected,Facebook_Friends,Facebook_Shares,Has_Video,Creator_Projects_Created,Creator_Projects_Backed,#_Videos,#_Images,#_Words_(Description),#_Words_(RisksandChallenges),#_FAQs
1,5,12,51,Margaret Taylor,St. Paul,2,0,4,225,266,26,27-02-14,28-03-14,29,1,104,1,1,2,9,0,2,428,113,0
1,5,10,71,Erin Armstrong,Charleston,3,3,8,2000,2181,76,26-02-14,28-03-14,29,1,929,797,0,1,0,0,0,248,45,0
1,5,6,119,Wesley Yen,Orange,3,0,9,2000,2450,39,26-02-14,14-03-14,15,0,0,295,1,1,1,0,12,40,49,0
0,5,4,104,Eugene (Yevgeniy) V Nemchinov,Simi Valley,1,6,10,30000,3595,15,26-02-14,28-03-14,29,1,285,105,1,1,0,0,16,1470,235,5
0,3,5,49,Benjamin Baker,London,1,0,2,1000,46,4,26-02-14,28-03-14,29,1,1406,6,1,1,0,0,0,187,89,0
1,3,6,37,Despina Christodoulou,Bethnal Green,0,0,10,550,644,23,26-02-14,20-03-14,21,1,703,236,1,1,0,0,0,370,64,0
1,3,6,119,Bobby Davies,Hastings,2,0,11,400,423,21,26-02-14,20-03-14,21,0,0,154,1,1,0,0,7,458,45,0
0,5,8,59,Gregory Silcox,Salt Lake City,0,3,13,35000,101,6,27-02-14,29-03-14,29,0,0,40,1,1,0,0,10,979,79,0
0,5,7,55,Lauren Drummond,Brewster,0,3,8,10000,43,4,27-02-14,28-04-14,59,1,4635,0,1,1,0,0,1,253,110,0
1,5,5,49,Adam Oliver,Brooklyn,8,14,9,4000,5152,28,27-02-14,29-03-14,29,1,0,92,1,3,0,0,15,544,107,0
1,0,11,97,Chloe Bartram,London,0,0,12,2500,3135,63,27-02-14,08-04-14,40,1,485,314,0,1,0,0,4,512,67,0
1,5,13,127,Rick Marazzani,Martinez,5,0,11,7500,7693,161,27-02-14,24-03-14,24,1,589,668,1,1,11,0,15,1317,59,1
1,0,0,90,Rayma Lee Eveson,Brisbane,17,3,9,6000,6225,25,27-02-14,21-03-14,22,1,245,180,1,1,1,0,0,392,80,1
0,5,13,127,Plaswers,San Jose,0,0,8,5000,12,8,27-02-14,29-03-14,29,0,0,2,1,1,0,0,1,413,295,0
0,5,12,51,Michelle Boelter,Delta,1,0,10,14750,1325,16,27-02-14,29-03-14,29,0,0,27,0,1,3,0,0,1437,94,0
0,5,4,104,SAF Engineering,Jupiter,0,2,11,60000,1261,25,27-02-14,29-03-14,29,0,0,129,1,1,0,0,16,1143,149,0
1,5,4,104,"Issey, Hung, & Jack",Taipei City,5,35,11,7000,24668,453,27-02-14,28-03-14,28,0,0,89,1,4,0,0,16,959,102,3
0,5,10,71,Thumper & Generation One,Omaha,0,0,9,15000,45,2,27-02-14,29-03-14,29,1,2875,2,1,1,0,0,0,478,93,0
1,5,6,140,Elaine Partnow,Los Angeles,11,1,16,13375,13901,188,27-02-14,03-04-14,34,1,689,633,1,1,11,0,15,723,65,0
0,3,13,127,Lorium,East Riding of Yorkshire,1,1,8,12000,3,2,01-02-14,04-03-14,31,0,0,20,1,1,16,0,1,346,68,0
0,5,0,90,Soraya Sheppard,Chicago,10,0,14,25000,777,19,04-02-14,21-03-14,45,0,0,312,1,2,0,1,14,1505,27,0
0,5,0,118,IanJCarr,New York,0,0,5,25000,651,6,27-01-14,28-03-14,59,0,0,18,0,2,0,0,0,224,114,0
1,5,10,83,Backwoods Bash 2014,Prue,3,1,12,10000,10185,89,05-02-14,07-03-14,30,1,123,472,1,1,0,0,6,622,72,0
1,5,10,102,Carisa Turner,Atlanta,2,2,14,5000,6986,64,28-01-14,27-02-14,30,0,0,245,1,1,0,1,2,714,88,0
0,5,8,136,Wasatch Games,American Fork,8,18,12,10000,5314,223,27-02-14,29-03-14,29,1,162,168,1,1,15,1,27,1154,83,0
1,5,14,130,Ben Gullard,New York,2,0,9,5000,5300,43,27-02-14,29-03-14,29,1,1055,145,0,1,6,0,0,286,134,0
1,5,3,34,Duniya Drum & Dance,Minneapolis,0,0,7,2000,2736,54,27-02-14,15-03-14,15,1,567,146,1,1,0,0,0,232,287,0
1,3,12,94,Antony Ledger,London,4,16,6,5000,5620,151,27-02-14,29-03-14,29,1,735,826,1,1,1,0,0,188,188,0
1,5,4,104,Lionel P. Castro,Irvine,8,25,8,10000,11440,232,27-02-14,13-04-14,44,1,129,326,1,1,1,0,28,1814,176,1
1,3,6,119,Aline Hofling,Budapest,1,0,9,2000,2866,34,27-02-14,09-03-14,9,0,0,202,1,2,0,0,8,668,49,0
1,3,6,37,Tom Lonsdale,Hastings,1,0,3,600,610,24,27-02-14,20-03-14,20,1,449,792,1,1,4,0,0,278,24,0
1,5,6,37,Bard Parnell,Fort Collins,4,0,8,2000,2301,23,27-02-14,24-03-14,24,1,224,100,1,1,0,0,0,322,209,0
1,5,0,90,Ryan Hopkins,Baltimore,4,4,21,1000,3807,42,27-02-14,20-04-14,52,1,342,1952,1,1,4,0,19,943,23,0
1,5,12,88,Jack Drury & Mark Wagstaff,Saranac Lake,8,2,9,2500,5025,47,27-02-14,29-03-14,29,1,514,178,1,1,3,0,5,469,90,0
1,3,5,49,Primal Enterprise,Newcastle upon Tyne,0,0,7,100,110,7,27-02-14,14-03-14,14,1,574,19,0,1,1,0,0,205,68,0
0,5,7,55,David Schloss,Nyack,0,1,13,30000,15438,76,27-02-14,29-03-14,29,1,451,672,1,3,11,0,0,634,135,0
1,1,0,92,Jaymes White,Ottawa,11,4,11,8500,9891,160,27-02-14,01-04-14,32,1,936,779,1,1,0,0,10,767,79,0
0,5,8,136,Happy Square Productions,Lorton,18,33,9,10000,4379,110,27-02-14,28-04-14,59,1,54,176,1,1,1,0,33,1394,97,0
0,5,6,52,Tom Peashock,Philadelphia,0,0,8,445000,57,4,27-02-14,28-04-14,59,1,107,11,1,1,0,0,1,2311,247,0
1,5,4,104,Dan Vinson and David Hunt,Boulder,14,104,12,25000,111179,971,27-02-14,07-04-14,38,1,970,1973,1,1,11,0,34,936,189,9
1,5,13,63,Skirmos,Washington,11,148,14,60000,98674,471,27-02-14,04-04-14,35,1,709,9332,1,1,1,0,40,2409,249,8
1,5,13,127,Logbar inc.,San Carlos,7,398,8,250000,880998,5161,27-02-14,04-04-14,36,0,0,16937,1,1,0,0,72,811,249,13
1,1,1,26,Jason Loo,Toronto,5,10,29,4500,6019,233,27-02-14,29-03-14,29,1,568,623,1,1,5,0,19,451,67,1
0,3,12,88,Lucy Drake,Staffordshire,2,5,5,2010,496,19,27-02-14,28-04-14,59,1,99,122,1,1,0,0,1,466,58,0
0,3,4,104,Toonstar Toys,Greater London,5,4,19,50000,544,21,27-02-14,30-03-14,31,0,0,8,1,3,3,0,45,1168,67,0
0,5,8,136,Kirk Taylor,Arlington,4,10,18,40000,1975,78,27-02-14,29-03-14,29,0,0,160,1,1,2,0,23,976,120,0
0,3,10,68,Alex Hudd,Wiltshire,0,0,9,1500,413,14,27-02-14,29-03-14,29,1,288,107,1,1,1,0,0,332,154,0
0,3,10,79,Petrol Hoers,North Yorkshire,1,1,4,250,130,13,27-02-14,29-03-14,29,0,0,141,0,1,0,0,0,143,22,0
1,3,6,119,Gsus Lopez,London,4,0,10,7000,7165,128,27-02-14,23-03-14,24,1,1101,836,1,1,1,0,14,1153,61,0
1,3,10,115,Jon Paul Allen,Stoke-on-Trent,0,0,6,250,268,12,27-02-14,29-03-14,29,1,69,31,1,1,0,0,0,114,94,0
0,5,6,119,C.Frank,Binghamton,0,0,7,750,35,2,27-02-14,23-03-14,23,0,0,5,1,1,0,0,1,179,43,0
1,5,7,55,chaimama,Grants Pass,7,19,30,12000,13374,307,27-02-14,19-03-14,19,1,1013,2539,1,1,5,0,16,1594,286,1
1,5,13,127,Jodi A Bolduc,Jay,0,0,3,1000,1583,31,27-02-14,29-03-14,29,1,539,310,1,1,1,0,0,771,57,0
1,5,10,23,Alexander Blachly,New York,3,0,8,10000,14525,163,27-02-14,20-03-14,20,1,405,375,1,2,4,0,0,298,78,0
0,5,6,52,John G. Collins,Orlando,0,0,10,5000,127,4,27-02-14,28-04-14,59,0,0,2,1,1,0,0,0,273,83,0
1,5,5,49,MALVIN + JOYCE,Chicago,20,159,9,25000,36570,305,27-02-14,08-04-14,39,1,19,187,1,1,3,0,20,1232,101,4
1,5,8,59,Phillip Brady,Boston,3,4,5,650,950,47,27-02-14,27-03-14,27,1,87,117,0,3,21,0,3,1099,153,3
0,5,14,130,PDM Young Actors Workshop,Corona,0,3,9,2500,8,4,27-02-14,29-03-14,29,1,369,0,1,3,0,0,0,525,120,0
1,5,6,52,Chelsea I Odufu,Newark,0,0,6,1000,1500,22,27-02-14,17-03-14,18,1,1966,67,1,1,0,0,0,155,76,0
1,5,5,49,Girls Will Be,Austin,5,18,24,24500,30253,668,27-02-14,31-03-14,31,0,0,5710,1,1,4,0,6,1210,200,13
0,1,10,102,linus,Montreal,2,0,9,800,531,13,27-02-14,27-03-14,27,0,0,2,1,4,115,3,0,555,101,0
0,5,6,37,Dave Yoder,Fort Wayne,1,0,9,48000,3311,39,27-02-14,28-03-14,28,1,676,181,1,2,11,0,3,1267,101,0
1,3,6,120,Burgundy Studios,Falmouth,5,2,10,900,915,30,27-02-14,28-04-14,59,1,534,126,1,2,0,0,6,211,163,0
1,5,6,119,Beau Harris,Austin,0,0,9,1200,1885,22,27-02-14,29-03-14,29,1,1296,119,0,1,5,0,0,310,195,0
0,5,5,49,Peter Wu,East Lyme,0,1,12,3000,183,9,27-02-14,30-03-14,30,1,430,20,1,1,1,0,10,540,61,1
1,5,10,83,David (Maness) Alexander,Cocoa,1,5,6,500,500,13,27-02-14,28-04-14,59,1,147,12,0,1,1,0,3,307,71,1
1,5,10,30,Aurelia Cohen,Applegate,1,2,14,5000,5057,36,27-02-14,13-04-14,44,1,83,746,1,1,0,0,3,420,83,0
0,5,1,26,Phillip Huang,New York,0,1,5,3000,221,9,27-02-14,29-03-14,29,1,1237,101,1,1,0,0,0,208,83,0
1,5,6,37,Mariah Gregory,Boston,0,0,4,200,214,7,27-02-14,23-03-14,24,0,0,30,0,1,0,0,0,299,66,0
0,5,4,104,Gear Gear,St. Paul,7,1,6,12500,5590,230,27-02-14,30-03-14,30,1,0,221,1,1,9,0,12,1086,83,4
0,3,6,119,Madison Beach,Copenhagen,0,0,3,6000,25,1,27-02-14,19-03-14,19,0,0,0,1,1,0,0,0,221,43,0
0,5,13,89,Michael G. Whitfield,Austin,0,0,6,5000,302,12,27-02-14,29-03-14,29,0,0,2,0,1,2,0,5,652,80,5
1,5,6,119,Steven Antalek,Glen Ellyn,3,0,7,3000,3307,32,27-02-14,29-03-14,29,1,186,208,1,1,0,0,0,70,70,0
0,5,7,55,Douglas Garner,Reedsville,0,0,11,38000,59,2,27-02-14,13-04-14,44,1,433,16,1,1,1,1,0,197,95,0
0,5,12,51,Michael D. Woods,Atlanta,8,0,20,10000,2665,82,27-02-14,29-03-14,29,1,0,253,1,1,9,0,11,1329,95,0
1,5,6,119,Veronica Shea,Orange,0,0,8,5000,5120,37,27-02-14,29-03-14,29,0,0,224,0,1,0,0,2,305,85,0
0,5,13,127,Sunstream Earth,Lehigh Valley,0,2,8,50000,1816,24,27-02-14,29-03-14,29,0,0,23,1,1,0,0,0,218,102,0
1,5,5,49,Sade Jennings,Brooklyn,4,4,14,4000,4255,63,27-02-14,13-04-14,44,0,0,125,1,3,5,0,24,439,35,0
0,3,4,104,Peter Morgan,Warrington,6,4,8,28000,6219,90,27-02-14,29-03-14,29,1,533,39,1,1,1,0,7,564,166,0
0,1,4,104,Pierre-Louis Parant,Montreal,1,0,4,15000,28,2,27-02-14,29-03-14,29,1,283,8,1,4,2,0,10,269,39,0
0,1,6,5,Colin Glover,Toronto,0,1,11,2500,56,2,27-02-14,29-03-14,29,1,85,13,1,1,0,0,0,475,90,0
0,5,6,119,Kemuel Pierre-Louis,Miami,0,0,6,5000,34,1,27-02-14,29-03-14,29,1,1210,51,1,2,1,0,0,326,54,0
1,5,13,63,Joe Justice,Lynnwood,9,2,6,10000,16127,39,27-02-14,27-04-14,58,1,624,208,1,1,1,0,3,675,85,3
1,5,6,52,BAATHHAUS,Chicago,0,0,8,4000,4115,73,27-02-14,17-03-14,17,0,0,561,1,2,1,0,0,125,104,0
1,5,6,140,Reckless Tortuga,Los Angeles,6,36,23,25000,26861,258,27-02-14,29-03-14,29,0,0,1230,1,2,1,0,8,1113,102,0
0,3,11,97,Shannon Hiles,Farnborough,0,0,6,150,38,6,27-02-14,29-03-14,29,1,372,26,0,1,0,0,0,247,83,0
1,5,11,97,Philip Bonneau,Atlanta,10,0,11,2645,4115,53,27-02-14,22-03-14,22,1,2813,204,1,2,2,0,15,2017,57,0
0,0,5,49,Giant PJ's,Sydney,6,2,8,1000,285,7,27-02-14,29-03-14,29,0,0,1,1,1,0,0,0,86,78,4
1,3,4,35,Jordan Watson,London,6,2,4,700,852,24,27-02-14,29-03-14,29,1,537,138,1,1,0,0,4,312,53,0
1,5,10,83,Music Millennium,Portland,11,9,10,60000,66373,1013,27-02-14,29-03-14,29,1,204,4960,1,1,5,4,15,1279,57,0
0,5,6,37,ronald hummons,Cincinnati,1,0,4,10000,53,5,27-02-14,29-03-14,29,1,682,19,1,3,0,0,3,246,39,0
1,5,10,83,Michael C Smith,30030,9,0,9,4000,4025,88,27-02-14,29-03-14,29,1,917,569,1,1,2,0,0,488,114,0
1,5,8,126,Anjis Games,Provo,6,15,7,1000,2383,63,27-02-14,29-03-14,29,1,114,50,1,1,1,1,24,661,139,1
1,5,7,55,Case Western Reserve University,Cleveland,6,0,17,32091,34514,204,27-02-14,29-03-14,29,0,0,520,1,1,0,0,10,1747,261,0
0,1,8,59,Player 1 Games,Vancouver,1,9,17,50000,1215,43,27-02-14,29-03-14,29,0,0,94,1,1,0,6,28,482,184,0
0,5,1,26,Derek Weisman,Miami,3,2,9,6000,127,9,27-02-14,29-03-14,29,1,91,1,1,4,0,0,3,133,80,0
1,5,7,55,Go Bacon,Provo,6,12,23,4000,9961,355,27-02-14,29-03-14,29,0,0,425,1,1,0,0,8,504,171,0
0,1,6,119,Vera Neverkevich,Calgary,5,3,12,4000,591,17,27-02-14,29-03-14,29,1,122,34,1,1,1,0,6,801,68,0
1,5,4,104,Kord Lord,Salt Lake City,0,0,8,1000,1026,50,27-02-14,29-03-14,29,0,0,127,1,1,1,0,14,1359,229,0
1,5,5,49,willow & bloch,Provo,2,1,8,2400,3307,82,27-02-14,29-03-14,29,0,0,100,1,1,2,0,17,1009,109,0
1,5,8,126,KC Tobey,Provo,2,65,8,5000,7575,199,27-02-14,29-03-14,29,1,518,382,1,1,2,1,9,27,136,0
0,5,6,86,Lesley Steele,New York,4,0,15,6000,755,12,27-02-14,01-04-14,32,1,744,293,1,2,6,2,24,829,73,0
1,3,14,130,White Cloud Productions,London,0,0,7,2500,2501,29,27-02-14,29-03-14,29,0,0,84,1,1,0,0,2,363,117,0
0,5,4,104,Lee Garvin,Leesburg,0,7,3,1000,450,26,27-02-14,29-03-14,29,1,161,37,0,3,64,0,4,314,101,0
0,5,12,19,Amy Berg  Louhela,Cloquet,0,0,4,10000,125,5,27-02-14,29-03-14,29,1,1242,79,0,1,1,0,0,123,54,0
1,5,10,68,Ross Wilson,Portland,4,0,9,450,504,10,27-02-14,23-03-14,23,1,530,44,1,1,1,0,0,273,156,2
1,1,12,94,Katie Needs,Brooklyn,5,21,4,1200,1267,137,27-02-14,29-03-14,29,1,355,67,1,1,56,0,1,442,92,0
1,5,10,68,Dustin Lau,Redlands,5,1,21,10000,10684,67,27-02-14,29-03-14,29,1,656,352,1,1,2,2,4,662,34,1
0,5,4,104,Revolights,San Francisco,13,69,12,100000,78017,832,27-02-14,22-04-14,53,0,0,1985,1,4,2,1,54,1527,204,10
1,3,6,86,난장이 프로덕션 <Dwarf Production>,Greater London,0,0,8,3000,3170,63,28-02-14,04-04-14,34,1,337,282,1,1,0,0,9,1001,116,0
1,5,6,119,David Sarrett,Glen Ellyn,0,0,8,3500,3595,34,28-02-14,30-03-14,29,1,153,247,1,1,1,0,0,563,97,0
1,5,6,37,Jacob Lewis,San Luis Obispo,0,0,8,5000,5320,41,28-02-14,16-03-14,16,1,1669,467,1,1,3,0,0,234,75,0
1,5,4,104,Jason Ridenhour,Charlotte,4,35,12,9000,10782,261,28-02-14,30-03-14,29,0,0,268,1,2,9,0,9,929,100,0
0,5,8,136,Cody Jolin,Menomonie,0,0,4,100,5,1,28-02-14,14-03-14,14,1,459,4,1,1,2,0,0,346,55,0
1,3,12,51,Fortune Teller Press,London,0,3,16,750,804,50,28-02-14,30-03-14,29,0,0,359,0,1,3,0,0,405,43,0
1,5,6,37,Green Diablo TV,New York,3,1,9,3000,3020,21,28-02-14,31-03-14,31,1,460,326,1,1,0,1,4,677,61,5
1,5,12,106,chris fritton,Buffalo,2,1,12,2000,2323,85,28-02-14,05-04-14,36,1,1117,456,0,5,4,0,10,326,90,0
1,5,4,104,Defyne Design Ltd.,Brooklyn,7,15,15,4000,15951,323,28-02-14,04-04-14,34,0,0,163,1,1,7,0,16,1128,42,1
0,4,10,68,Brendon John Muschamp,Christchurch,1,0,8,12000,1010,29,28-02-14,30-03-14,29,1,443,135,1,1,3,2,2,534,105,2
1,1,8,136,Team Sharkeye,Vancouver,13,35,13,40000,40814,212,28-02-14,29-03-14,29,0,0,405,1,1,0,0,9,1201,248,1
0,5,10,64,Monique Henderson,Vista,1,0,7,2000,40,1,28-02-14,29-03-14,29,1,567,19,0,1,0,1,0,751,43,0
0,5,7,55,Michelle Sassen,Redwood Valley,2,0,4,80000,139,7,28-02-14,28-04-14,59,1,181,27,0,1,1,0,2,160,78,1
0,5,10,64,Scott Miller,King of Prussia,0,0,2,650,30,1,28-02-14,29-03-14,29,0,0,2,1,2,0,0,0,73,30,0
1,5,7,55,Breona Peak,Mesa,2,0,9,500,502,7,28-02-14,14-03-14,14,1,126,13,0,1,2,0,4,371,87,1
0,5,8,136,James M Brice,Santa Cruz,0,4,4,7500,70,6,28-02-14,13-04-14,44,0,0,174,1,1,0,0,0,181,61,0
1,5,0,10,"Hirofumi Iha, Neil Hobart Richter",Lansing,0,0,11,2000,2353,28,28-02-14,01-04-14,32,0,0,104,0,1,0,0,10,350,127,0
1,5,4,104,Clayton Heiser,Costa Mesa,5,45,8,4500,4599,96,28-02-14,24-03-14,24,0,0,6108,1,1,9,0,9,1159,136,2
0,5,11,97,Joe Jack,Longmont,0,4,8,7500,1996,35,28-02-14,01-04-14,32,1,368,92,1,1,0,0,5,1907,216,3
0,1,6,120,Christina Ienna,Edmonton,8,2,10,10000,2058,30,28-02-14,18-04-14,49,1,883,172,1,1,8,0,2,20,301,0
1,5,6,5,Devon Manney,Los Angeles,4,0,9,550,1444,53,28-02-14,31-03-14,31,1,831,103,1,1,3,0,3,1214,137,1
0,5,0,36,Urban Alloy,Provo,0,0,11,500,378,8,28-02-14,29-03-14,29,0,0,15,1,1,1,0,7,307,113,0
1,5,11,97,Pat Corlin/Chris Keeley/M.C. Brogan,Newfields,4,0,9,5000,5108,60,27-02-14,16-03-14,16,1,1065,217,1,1,4,0,0,561,116,0
0,5,0,10,Melinda Hoffman and Laura Griner,Greenville,3,4,9,5500,1277,21,27-02-14,29-03-14,29,1,224,73,1,1,2,0,0,379,353,0
0,5,10,83,To Send With Love,Chesapeake,0,0,5,5500,560,11,27-02-14,24-03-14,24,0,0,93,1,1,0,0,0,82,150,1
1,5,13,127,Catching Fire Team #251,San Gabriel,2,2,8,2000,2002,23,27-02-14,31-03-14,31,1,204,105,1,1,3,0,0,360,100,0
0,5,6,52,Brent Lewis,Malibu,1,0,9,10000,105,2,27-02-14,28-04-14,59,1,232,74,1,1,0,0,0,1052,248,1
0,0,12,19,Rob Towner,Newcastle,1,0,4,500,195,8,27-02-14,29-03-14,29,1,357,13,1,1,0,0,1,391,64,0
1,0,10,83,Daniel Laredo,Sydney,0,0,4,1000,1020,6,27-02-14,29-03-14,29,1,548,38,1,1,0,0,0,134,97,0
0,5,6,37,Katie Wise,Orange,0,0,12,9400,2162,55,27-02-14,24-03-14,24,0,0,227,1,2,1,0,5,378,126,0
1,5,6,37,Kirsten Kelly and Anne de Mare,Chicago,9,5,20,26250,35115,309,27-02-14,29-03-14,29,0,0,1165,1,1,4,0,12,1607,94,0
1,5,6,37,Phil Cowen,Pahoa,4,0,9,7000,7942,82,27-02-14,29-03-14,29,1,610,488,1,1,2,0,0,201,103,0
1,5,2,32,David Walsh,York,1,16,42,250,4291,45,27-02-14,09-03-14,9,0,0,3,1,8,5,0,44,3278,103,0
0,5,7,55,Unkle Munkey's,Edwardsville,1,3,9,5000,1096,18,27-02-14,20-03-14,20,0,0,129,0,1,4,0,12,110,43,0
1,5,7,55,Lauren Hollander,Portland,1,0,3,300,496,13,27-02-14,06-03-14,7,1,366,59,0,1,1,0,4,172,36,0
0,5,6,52,Adison Cooper,Phoenix,0,0,5,4000,25,1,28-02-14,30-03-14,29,1,392,0,1,1,0,0,0,113,85,0
1,5,6,52,Moira Burke,Savannah,0,1,11,5000,5325,26,28-02-14,30-03-14,29,0,0,393,1,1,0,0,5,846,101,0
0,5,10,23,Vincent Dion Stringer,Baltimore,3,0,11,30000,675,20,28-02-14,30-03-14,29,1,2244,222,1,2,1,0,9,958,192,0
0,5,13,127,The Eye Candy Initiative,Pueblo,8,3,9,180000,465,12,28-02-14,09-04-14,39,0,0,114,1,1,6,3,36,4489,440,11
1,3,6,119,Andrew Rooke,Edinburgh,0,3,9,750,770,26,28-02-14,30-03-14,29,1,610,402,1,1,4,0,1,344,62,0
1,5,8,136,GrifballHub,Austin,12,5,11,4500,9225,97,28-02-14,28-03-14,27,0,0,153,1,2,7,0,31,2044,98,0
1,5,0,105,Tristen Dubz Waters,Portland,4,3,7,4860,5315,100,28-02-14,30-03-14,29,1,749,988,1,3,36,0,1,398,115,0
0,5,12,51,Michael Herrera,Albuquerque,0,0,9,10000,10,1,28-02-14,30-03-14,29,1,99,1,0,1,30,0,0,547,122,0
0,5,13,89,Greg Giles,Ann Arbor,0,0,6,4000,106,3,28-02-14,30-03-14,29,1,216,26,1,1,6,0,8,1128,120,0
0,5,5,49,Craig Oliver,Kannapolis,1,1,8,35000,576,6,28-02-14,29-04-14,59,1,213,71,0,1,1,0,3,306,57,0
1,5,7,55,Zsuzsanna Kirilla,Allentown,2,2,9,300,374,23,28-02-14,29-04-14,59,0,0,15,0,1,0,0,0,640,48,0
1,5,11,97,Miranda Brandon,Minneapolis,1,5,15,1000,1312,46,28-02-14,30-03-14,29,0,0,129,1,1,8,0,8,248,39,0
0,5,12,51,Awana Morris,Hercules,0,0,3,1400,12,2,28-02-14,09-04-14,39,1,838,6,1,1,0,0,0,257,65,0
1,4,8,136,Ekuator Games,Bandung,10,530,13,30000,60631,1311,28-02-14,02-04-14,32,0,0,695,1,2,2,0,50,2383,167,2
0,1,5,49,Nicole Minshall,Mississauga,2,0,8,13000,75,3,28-02-14,29-04-14,59,0,0,8,1,1,0,0,3,513,31,1
0,5,12,19,Brandice Nicole Alexander,Albany,0,0,5,4000,510,10,28-02-14,14-04-14,44,1,388,183,1,1,1,0,7,188,154,0
0,5,10,64,Allene Lewis,Los Angeles,3,0,4,15000,5,1,28-02-14,30-03-14,29,1,265,0,1,1,0,0,0,216,178,0
1,5,12,19,Autumn Doshier and Rachel Gibbs,Ashland,15,7,11,5000,5204,115,28-02-14,30-03-14,29,0,0,840,1,1,11,0,22,699,292,1
1,5,10,142,Slavic Soul Party!,Vranya,0,0,5,4800,4915,82,28-02-14,12-03-14,11,0,0,188,1,2,6,0,0,269,90,2
0,3,4,104,Martin J Tones,Dorset,0,0,2,5000,1,1,28-02-14,30-03-14,29,1,32,14,1,2,4,0,11,381,292,0
1,5,10,83,Brian Lynn Jones,Tulsa,1,2,4,1800,2030,30,28-02-14,29-03-14,29,1,2861,387,1,1,0,0,0,319,74,0
0,1,12,110,Morgan Watson,Muskoka,0,0,5,6250,250,3,28-02-14,30-03-14,29,1,311,24,0,1,0,0,0,169,45,0
1,5,4,104,Nine Volt,San Diego,2,10,10,5000,9548,123,28-02-14,01-04-14,31,0,0,94,1,2,9,0,6,909,265,1
1,5,12,88,Heidi Berthiaume,Plano,15,24,6,3800,4309,184,28-02-14,01-04-14,31,0,0,555,1,2,84,0,10,588,76,0
1,5,10,83,Kevin Scott,Minneapolis,0,0,8,2000,2361,53,28-02-14,14-03-14,13,1,923,162,1,1,4,0,0,90,178,0
0,3,14,130,Rowena Scurlock,Cardiff,0,0,4,3000,15,1,28-02-14,30-03-14,29,1,95,16,0,1,4,0,0,156,41,0
0,5,5,49,Nick Reynolds,Mount Pleasant,0,0,11,5000,415,12,28-02-14,09-04-14,39,1,1843,57,1,1,1,1,5,1167,56,0
1,5,12,88,Ron Ottenad,Long Beach,2,0,10,11500,11875,64,28-02-14,30-03-14,29,0,0,188,1,1,1,0,2,954,193,0
0,5,6,5,Pixel Pirate Studio,Richmond,4,4,18,40000,4068,53,28-02-14,09-04-14,39,1,1369,239,1,3,6,1,18,1136,241,0
1,3,11,97,James Hall,Lincoln,4,1,12,400,496,24,28-02-14,30-03-14,29,1,141,31,0,1,7,0,8,844,103,0
0,3,13,127,Angel Garcia,Cambridge,0,4,6,15000,794,51,28-02-14,30-03-14,29,0,0,231,1,1,0,0,3,386,80,3
1,5,1,26,Bad Kids,Dallas,13,13,11,5000,5192,59,28-02-14,30-03-14,29,0,0,708,1,2,2,0,12,952,133,0
1,3,6,52,Winter Wind Films,York,4,0,10,500,1205,49,28-02-14,27-03-14,27,0,0,126,1,1,2,0,8,449,126,0
1,3,4,35,Tom Love,London,6,18,14,3500,4080,69,28-02-14,04-04-14,34,1,139,84,1,4,10,0,14,720,214,2
1,5,12,19,Elly Blue,Portland,2,0,8,8000,10431,250,28-02-14,24-03-14,23,1,566,1287,1,18,41,0,3,289,101,0
0,3,6,140,Brandon Kahn,Birmingham,6,3,25,30000,2254,58,28-02-14,06-04-14,37,1,230,777,1,1,2,1,32,915,108,0
0,3,8,136,Adam Barnett,Oxford,0,0,7,30000,129,7,28-02-14,30-03-14,29,0,0,13,1,1,1,0,10,487,96,0
0,3,7,55,Jim Hirst,Leeds,8,1,9,6564,3745,60,28-02-14,30-03-14,29,1,464,260,1,1,0,0,7,954,178,0
1,5,4,61,Lou Spirito,Tustin,7,26,9,3000,3746,107,28-02-14,07-04-14,37,0,0,40,0,4,7,0,11,761,94,0
1,3,4,104,Blind Spot Gear,Glasgow,3,5,15,21000,45171,71,28-02-14,18-04-14,49,1,796,600,1,1,3,1,20,1507,261,10
1,3,14,130,Doug Horley/Mark Read & Saltmine Theatre,Surrey,5,11,29,10000,12020,212,28-02-14,30-03-14,29,0,0,1298,1,1,0,0,0,519,59,0
1,5,14,130,J Moses Ceaser,Oakland,5,5,7,30000,30060,263,28-02-14,30-03-14,29,1,451,274,0,2,4,0,1,146,59,0
1,5,14,130,Alexander Kucy,Stanford,0,0,5,1500,1500,12,28-02-14,10-03-14,9,0,0,71,1,2,0,0,0,529,145,0
1,5,5,49,LUNIS,Los Angeles,2,28,7,20000,66577,370,28-02-14,05-04-14,35,1,1896,451,1,2,10,0,12,250,114,3
1,5,4,104,Jason Angelini,Boston,6,76,11,15000,19372,378,28-02-14,30-03-14,29,1,439,632,1,1,2,1,20,1070,176,1
1,5,0,10,joseph,Denver,0,3,17,2000,2225,37,28-02-14,29-04-14,59,1,90,162,0,1,0,0,0,401,81,0
