State,Currency,Top_Category,Category,Creator,Location,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration_in_Days,Facebook_Connected,Facebook_Friends,Facebook_Shares,Has_Video,Creator_Projects_Created,Creator_Projects_Backed,#_Videos,#_Images,#_Words_(Description),#_Words_(RisksandChallenges),#_FAQs
0,5,0,10,Dodie Egolf,Puyallup,0,0,9,20000,6,2,15-12-13,14-01-14,30,1,272,70,1,1,0,0,2,297,153,0
0,5,6,119,James Jacobs,Boston,0,0,8,3000,180,5,15-12-13,17-01-14,33,1,573,57,1,1,4,0,0,276,98,0
0,5,5,49,Uchu Bijin,New York,1,2,17,5000,1941,62,15-12-13,14-01-14,30,0,0,158,0,2,2,0,12,1049,66,2
0,5,12,101,Tylicee Mysreign,Detroit,0,0,4,5000,130,5,15-12-13,13-02-14,60,1,1285,2,1,1,2,0,0,309,169,0
0,5,12,88,Ian Driscoll,Pucallpa,0,0,12,12000,1015,16,15-12-13,14-01-14,30,1,969,411,1,1,0,0,6,1636,216,0
0,5,6,86,Calvin Walker,Dallas,0,0,13,90000,836,16,15-12-13,24-01-14,40,1,1566,142,0,2,1,1,4,872,60,0
1,3,4,104,Bergaffe,Klagenfurt,5,13,21,25000,26286,157,15-12-13,26-01-14,42,0,0,1960,1,1,0,0,17,994,214,6
0,5,13,63,Jacob Eichbaum,Tel Aviv,7,33,9,199000,43675,212,15-12-13,24-01-14,40,1,104,544,1,1,3,4,20,1705,157,7
0,5,11,97,Ted Roe,Kailua Kona,9,0,30,30000,4293,38,15-12-13,20-01-14,36,1,1284,1202,1,1,13,0,3,1660,131,2
1,1,6,119,Zachary Ouellette,Toronto,1,0,9,2500,2655,33,15-12-13,15-01-14,31,1,319,110,0,1,0,0,12,872,65,0
0,5,12,101,Andrew L. Case,Brooklyn,4,0,4,1000,225,5,15-12-13,15-01-14,31,1,537,6,1,1,1,0,1,133,97,0
1,5,6,119,Josh Rubenstein,Madison,0,0,9,1500,2411,29,15-12-13,14-01-14,30,1,1499,185,1,1,0,0,6,641,79,0
0,5,13,127,Olivier Dehousse,New York,0,0,6,40000,1,1,15-12-13,29-01-14,45,0,0,0,0,2,0,0,3,958,160,0
1,5,12,88,Jack Hagerty,Livermore,9,7,11,12000,15253,214,15-12-13,12-01-14,28,1,366,258,1,1,0,0,0,185,88,5
1,3,4,104,NiteOwl | Rob + Col,Newcastle upon Tyne,6,0,10,25000,27150,27,15-12-13,13-02-14,60,1,414,55,1,1,7,1,10,1078,371,0
1,1,4,104,Pierre-Yves Pépin,Montreal,11,41,13,11000,11670,89,15-12-13,14-01-14,30,0,0,532,1,1,3,2,32,2095,99,0
1,5,12,11,sekaiproject,Tokyo,14,22,10,5000,25400,513,16-12-13,30-01-14,45,1,66,15,0,3,3,0,9,951,128,0
1,5,0,92,Sam Tower,Philadelphia,2,0,6,3500,3616,62,16-12-13,11-01-14,26,1,1263,166,1,1,7,0,0,360,84,0
0,5,4,35,Scenicalendar,Los Angeles,0,0,6,3000,422,9,16-12-13,25-12-13,9,1,410,1,1,2,0,0,1,22,79,0
1,5,6,37,Kara Lieff,Philadelphia,1,0,11,1839,1910,57,16-12-13,15-01-14,30,1,428,368,1,1,1,0,3,1856,124,0
0,5,6,86,Third Place Productions,Atlanta,1,1,20,30000,2827,38,16-12-13,15-01-14,30,0,0,454,1,1,3,0,12,1030,261,0
0,5,5,49,Serena Harris Owens,Kansas City,0,0,7,2000,200,2,16-12-13,15-01-14,30,0,0,9,1,1,1,0,2,159,106,0
0,5,7,55,Coni Brigner,Dayton,3,2,11,15000,3356,28,16-12-13,15-01-14,30,1,36,96,1,1,1,0,0,570,92,0
0,5,13,127,Danmark Clara,Los Angeles,44,0,13,5000,62,7,16-12-13,31-01-14,46,0,0,13,1,2,4,1,0,1810,143,20
0,5,13,89,Brian Ma,San Francisco,0,0,5,2381,3,1,16-12-13,30-12-13,14,1,540,2,1,1,0,0,0,404,136,0
0,3,4,104,The Image Refinery,London,4,0,6,250,23,2,16-12-13,23-12-13,7,0,0,10,1,1,2,1,10,734,151,6
0,5,4,104,Matthew Queen,Fredericktown,0,0,9,33546,75,2,16-12-13,30-01-14,45,1,32,0,1,2,0,0,10,348,126,0
0,5,13,127,Jordan Gerber,Billings Heights,2,0,7,900,34,6,16-12-13,05-01-14,20,1,232,5,1,4,1,0,0,188,35,0
1,5,10,68,Bike Thief,Portland,5,1,19,7000,7149,114,16-12-13,27-01-14,42,1,801,0,1,2,0,1,5,385,75,0
0,3,12,88,The Bluffer's Guides,London,1,0,12,5000,144,11,16-12-13,15-01-14,30,0,0,6,0,1,0,0,5,946,65,0
1,5,7,55,Leigh Anne Terry,Bristow,0,0,8,5000,5187,48,16-12-13,13-02-14,59,1,113,24,1,1,0,0,0,466,92,3
0,3,5,49,Flor Martínez Yustas,Madrid,0,0,13,9200,401,15,16-12-13,25-01-14,40,0,0,144,1,1,0,0,0,87,102,0
0,5,4,104,Fancy Dog,Seattle,0,0,10,17000,891,21,16-12-13,16-01-14,30,1,772,163,1,1,0,0,4,374,121,0
0,1,9,73,Cambridge Citizen,Cambridge,0,0,3,5000,10,1,16-12-13,15-01-14,30,1,710,15,0,1,0,0,0,131,59,0
1,5,13,63,Jason Gui,San Francisco,2,70,11,50000,57365,635,16-12-13,01-02-14,47,1,1887,11,1,1,11,0,34,1389,176,2
0,5,4,104,Jay Foght,Waunakee,3,6,14,12000,510,25,16-12-13,20-01-14,35,0,0,47,1,1,6,0,8,638,109,0
1,5,12,110,XRAY.FM,Portland,17,18,17,40000,103762,1148,16-12-13,18-01-14,32,0,0,6109,1,1,0,0,13,2986,222,4
1,5,4,104,The KAMMOK Team,Austin,5,135,17,60000,118545,555,16-12-13,04-02-14,50,1,881,327,1,4,3,0,53,1537,249,14
1,5,4,104,Alex Shpetniy,Luhans'k,6,85,18,5000,147396,1110,16-12-13,18-01-14,32,0,0,28084,1,1,0,3,26,332,130,0
0,5,4,35,3DKitbash.com,Cincinnati,3,35,7,10000,6051,104,16-12-13,21-01-14,35,1,717,170,1,9,3,0,20,735,102,5
1,5,13,127,Skiva Technologies,Irving,7,91,8,20000,96479,1379,16-12-13,15-01-14,30,0,0,400,1,2,0,0,11,1381,135,4
0,5,4,104,Bigo Brand,Mebane,1,1,7,30000,2072,25,16-12-13,19-01-14,34,1,255,846,1,1,0,0,54,903,242,0
0,5,6,52,Grand Scale Entertainment Company,Los Angeles,0,0,11,20000,10921,20,16-12-13,14-02-14,60,0,0,4,1,1,0,0,9,835,76,0
1,5,8,126,Gryphon and Eagle Games,Phoenix,17,172,6,10000,15799,363,16-12-13,14-01-14,28,0,0,499,1,27,28,0,39,1571,195,0
1,5,6,119,masami,Los Angeles,2,0,10,7000,10397,144,16-12-13,16-01-14,30,0,0,531,1,1,8,0,3,812,118,0
0,5,13,89,William S Lehman,Leonardtown,0,0,10,8500,603,12,16-12-13,15-01-14,30,0,0,22,1,1,0,0,9,1674,207,0
1,5,10,68,GBS Detroit,Detroit,0,1,11,1200,1286,51,16-12-13,12-01-14,26,0,0,243,1,111,5,0,1,267,199,0
1,3,0,66,Livia Lucie,Cheshire,5,8,6,595,1000,40,16-12-13,15-01-14,30,1,144,75,0,2,8,0,3,646,108,0
0,5,8,136,Kirill Shilov,Palo Alto,0,0,3,12000,10,1,16-12-13,10-01-14,25,1,805,1,0,2,0,0,1,57,30,0
1,5,8,126,Jeff,Salt Lake City,23,164,21,30000,50435,558,16-12-13,15-01-14,30,1,142,109,1,2,16,0,30,812,59,0
1,5,0,66,Aaron Meshon,Brooklyn,3,4,6,2500,5003,149,16-12-13,20-01-14,34,0,0,363,0,1,4,0,12,595,112,0
1,5,0,105,Lisa Bateman,Marfa,2,0,6,1600,1606,26,16-12-13,16-01-14,31,0,0,12,1,1,1,0,1,185,145,0
0,5,7,55,"Kevin Wise, Joshua Moffit, Jeremy Moffit",San Diego,5,0,15,20000,12692,84,16-12-13,27-01-14,41,1,349,783,1,1,2,0,7,1238,102,0
1,5,10,30,Lace & Lead,Portland,1,0,7,5000,8069,166,16-12-13,30-01-14,45,1,382,88,1,1,0,0,0,182,139,0
0,0,4,104,Ben Pipers,Brisbane,1,0,3,12000,71,7,16-12-13,15-01-14,30,1,167,23,1,1,0,0,9,478,120,0
1,5,6,119,INNER DRIVE PRODUCTIONS,Los Angeles,1,2,7,600,2897,59,16-12-13,26-12-13,9,1,320,153,1,1,1,0,1,602,107,0
1,5,14,130,Hungry River,Ridgecrest,0,1,7,5000,5053,54,16-12-13,12-02-14,57,1,777,54,0,3,0,0,0,285,248,0
1,1,2,32,Hi-Res Props,Calgary,3,29,8,600,4707,196,16-12-13,20-01-14,35,0,0,173,0,2,0,0,8,1120,58,0
0,5,7,55,Allen Larson,San Francisco,3,1,7,11500,2680,37,16-12-13,08-02-14,53,1,60,5,1,3,5,0,0,310,64,2
1,5,6,119,Kisha Jarrett / Eric Bryant,Charlottesville,2,0,10,1500,2445,32,16-12-13,15-01-14,30,1,296,73,1,1,0,0,2,152,376,0
1,5,4,35,KarasKustoms,Mesa,6,173,16,10000,96930,1020,16-12-13,17-01-14,32,0,0,241,1,6,1,0,15,1194,104,2
1,5,4,35,Chinatown-ID Business Improvement Area,Seattle,1,4,12,12000,12126,155,16-12-13,25-01-14,39,0,0,1037,1,1,0,0,6,552,36,0
0,1,13,63,Will Topping and Arash Janfada,Saskatoon,2,25,11,100000,27016,380,16-12-13,17-01-14,32,1,348,1235,1,2,4,0,14,1298,127,7
1,5,7,55,Sean Jordan,Hollywood,2,10,13,10000,11748,142,17-12-13,17-01-14,31,1,1592,440,0,1,80,0,9,759,162,0
0,5,6,37,Tara Bohms,Sioux Falls,0,0,7,60000,125,5,17-12-13,16-01-14,30,0,0,624,1,1,0,0,7,724,88,0
1,1,0,10,Skylar Richard,Moncton,0,0,9,2000,2440,27,16-12-13,15-01-14,30,1,683,149,1,1,2,0,3,527,215,0
1,5,10,83,Randall Carrier,Gardner,1,1,7,420,666,16,17-12-13,01-02-14,46,1,491,0,1,1,2,0,0,795,90,0
1,5,6,37,David Perinchief,Boston,9,5,5,2000,2230,30,16-12-13,14-02-14,60,0,0,119,1,2,2,0,0,699,210,0
1,1,8,126,Planet Miner,Downtown Toronto,2,0,5,100,170,7,16-12-13,23-12-13,7,1,99,1,0,2,0,0,10,265,38,0
0,5,6,37,WeatherWar101,New York,0,0,6,25000,655,6,16-12-13,15-01-14,30,0,0,52,1,1,0,0,0,1071,146,0
1,3,6,119,Sean Hayes,North Yorkshire,0,2,12,4000,4011,92,16-12-13,13-01-14,27,1,303,228,1,1,0,0,4,669,187,3
1,5,0,92,paul miller,Ludlow,9,3,15,5000,5429,71,16-12-13,20-01-14,34,1,1817,527,1,2,4,0,0,387,124,1
1,3,6,37,Lewis Thorpe,Las Palmas,0,0,6,1000,1001,10,16-12-13,10-01-14,24,1,744,66,1,1,1,2,3,429,121,0
0,0,6,37,Lee Timutimu,Perth,4,0,6,3500,95,4,16-12-13,30-01-14,45,1,86,156,1,1,0,0,0,622,130,6
1,5,6,119,Angelo Perrino,Singapore,1,0,14,16000,16215,13,16-12-13,15-01-14,30,1,1742,186,1,1,0,0,6,933,282,0
1,5,6,119,G. S. Koch,Charlotte,3,0,10,6700,7777,90,16-12-13,15-01-14,30,1,710,227,1,1,4,0,8,472,129,0
0,5,10,115,Ezekiel James,St. Louis,0,0,7,750,1,1,16-12-13,01-01-14,15,1,48,2,0,1,0,0,0,129,45,0
0,5,6,52,Travis Orlando,Orlando,0,0,6,5000,15,1,16-12-13,15-01-14,29,1,3015,18,1,1,0,0,0,110,104,0
0,3,2,32,Natali Stewart,St. Leonards,0,0,16,5500,15,2,16-12-13,08-01-14,22,0,0,2,0,1,0,0,11,528,91,0
1,5,14,130,Dianna Swenson,Virginia Beach,2,0,8,500,1066,33,16-12-13,08-01-14,22,1,479,238,1,1,2,0,0,251,25,4
1,5,4,35,CoworkBuffalo,Buffalo,3,0,7,3000,5149,107,16-12-13,16-01-14,30,0,0,111,0,1,0,0,7,852,301,3
1,3,0,90,Tony Hines,Bristol,0,1,9,100,239,13,16-12-13,15-01-14,30,1,179,29,0,1,0,0,13,424,62,0
1,3,6,52,Luke Blackman & Aurė Raškevičiūtė,London,1,3,12,2000,2242,77,16-12-13,15-01-14,30,1,942,701,1,1,1,1,5,541,102,0
1,5,8,136,Ebrahim Behbahani,Littleton,2,40,10,1000,3874,405,17-12-13,27-12-13,10,0,0,54,1,3,5,1,13,1661,76,1
1,5,14,130,Stoptime Productions,Portsmouth,7,4,9,3000,4787,78,17-12-13,08-02-14,53,1,662,17,1,1,5,0,0,163,60,0
0,5,6,37,Nikoles Koyama,Santa Maria,3,2,18,20000,7286,35,17-12-13,16-01-14,30,1,1439,506,1,1,4,4,3,1891,120,0
0,5,6,52,Martin Lozano,Baton Rouge,0,0,7,1000000,20,2,17-12-13,16-01-14,30,0,0,0,0,1,0,0,0,259,119,0
1,5,8,126,Justin Slaughter,Fayetteville,17,3,12,20000,20240,96,17-12-13,20-01-14,34,1,642,404,1,2,3,0,11,1017,334,5
0,0,1,26,Fernando Palma,Melbourne,0,6,14,20000,290,20,17-12-13,31-01-14,45,0,0,86,1,1,0,0,17,267,222,0
1,5,6,140,Lexie Kahanovitz,Manhattan,5,2,11,7500,7833,192,17-12-13,15-02-14,60,1,731,640,1,1,6,0,6,764,131,0
1,5,8,136,Charles Passen,New Berlin,5,16,21,5000,7495,145,17-12-13,17-01-14,31,0,0,167,1,1,1,0,28,1221,155,4
1,5,5,49,Aaron Valenzuela,Los Angeles,1,1,16,5000,5123,56,17-12-13,17-01-14,31,1,1180,127,1,2,7,0,9,303,71,0
1,5,1,26,Cavedweller Productions,Los Angeles,8,1,11,20000,20855,73,17-12-13,16-01-14,30,0,0,91,1,1,2,0,16,926,401,0
1,5,6,119,Bonnie Sowle,Scottsdale,0,0,9,2000,2160,39,17-12-13,12-01-14,26,1,580,394,1,1,2,0,2,710,94,0
0,5,4,104,Viktor Stakhov,Auburn,0,0,7,6000,889,27,17-12-13,26-01-14,40,1,521,40,1,1,2,0,15,645,143,0
1,5,5,49,Silver Heart Apparel,Oakland,3,0,7,2500,2920,42,17-12-13,16-01-14,30,1,1309,180,0,1,1,0,3,393,134,0
0,5,5,49,Geveta Echols,Columbus,0,0,6,1000,35,2,17-12-13,16-01-14,30,1,315,13,0,1,0,0,1,135,19,0
0,5,13,89,"Lothian Ave, LLC",New York,0,0,7,25000,45,1,17-12-13,15-02-14,60,0,0,0,1,1,0,0,3,218,99,0
1,5,12,19,Christopher James McLucas,Omaha,10,3,8,3000,3445,56,17-12-13,10-01-14,24,1,267,408,1,1,1,0,0,342,45,0
0,5,8,136,Severed Arts,Arlington,1,0,8,5000,40,4,17-12-13,16-01-14,30,0,0,1,1,2,1,0,9,752,89,0
0,5,0,118,Steve Bera,Chicago,0,1,11,6800,51,2,17-12-13,11-01-14,25,1,683,0,1,1,0,0,18,272,210,0
1,5,4,104,Dale Rorabaugh,Healdsburg,10,9,8,3000,9347,109,17-12-13,15-02-14,60,1,0,0,1,5,23,0,8,883,171,2
1,5,6,119,Jordan Montreuil,Los Angeles,4,0,13,6600,7404,122,17-12-13,16-01-14,30,1,193,329,1,1,15,0,7,567,60,0
0,1,8,59,Paula Jaspar,Vancouver,6,12,11,75000,3459,71,17-12-13,26-01-14,39,1,567,686,1,1,2,0,6,725,168,2
1,5,10,83,"Robert ""Bubby"" Lewis",Los Angeles,6,7,12,5000,8820,243,17-12-13,16-01-14,30,1,4682,2519,1,1,4,0,1,631,73,0
0,5,12,101,Eisha Facheon,Richmond,0,0,8,1500,5,1,17-12-13,12-01-14,26,1,1553,6,0,1,0,0,0,103,95,0
0,5,8,59,"Tinker, Tailor",Seattle,3,37,11,100000,29414,530,17-12-13,17-01-14,30,0,0,522,1,1,5,0,12,1942,183,0
1,5,10,40,arigold,Lower East Side,2,2,11,6000,6325,50,17-12-13,15-02-14,60,1,4367,226,1,1,6,1,0,654,581,0
1,1,1,26,Scott Boyce,Saskatoon,9,48,11,3000,11731,355,17-12-13,01-02-14,45,0,0,114,1,1,13,0,8,485,64,2
1,5,10,83,Elizabeth Yandel,Eugene,1,2,14,5000,5137,44,17-12-13,16-01-14,30,1,345,211,1,1,0,0,0,421,88,0
0,5,6,119,Jeffrey Karantza,Atlanta,0,0,8,1500,35,2,17-12-13,17-01-14,30,0,0,206,1,1,0,0,0,81,103,0
1,0,13,63,David Jones,Baulkham Hills,9,38,6,9900,116575,1268,17-12-13,31-12-13,14,0,0,175,1,1,7,0,4,551,261,1
1,5,6,119,Luke Hrabal,Amherst,0,0,8,4000,4110,39,17-12-13,12-01-14,25,1,697,116,1,1,1,0,1,284,60,0
0,5,8,136,Mike Johnston,Norristown,4,2,5,2000,413,36,17-12-13,16-01-14,30,1,54,27,1,2,1,0,3,644,117,0
0,3,0,105,leigh chorlton,Edinburgh,0,0,12,2375,71,5,17-12-13,16-01-14,30,1,163,51,1,1,0,0,0,197,92,0
0,5,13,89,PASS Consulting Group // Florian Brand,Miami,0,0,9,25000,271,10,17-12-13,15-02-14,60,0,0,3,0,1,0,0,19,1211,130,0
0,3,6,86,Chantelle de Carvalho,Somerset,1,1,17,25000,3920,33,17-12-13,31-01-14,45,1,472,0,1,1,1,0,15,748,92,0
1,5,10,68,Streetlight Cadence,Honolulu,0,2,14,4000,5058,69,17-12-13,16-01-14,30,1,1341,534,1,1,0,0,0,430,90,0
1,5,13,63,Justin Lee,Cambridge,5,28,13,30000,51564,769,17-12-13,26-01-14,40,1,1102,1613,1,1,2,0,16,697,93,11
1,3,6,119,Strike Pictures,Falmouth,0,0,7,1000,1003,15,17-12-13,08-02-14,52,1,1036,2,1,2,8,0,2,435,66,0
0,5,6,52,Peter Schriemer,Ann Arbor,0,0,8,20000,1290,32,17-12-13,15-02-14,60,0,0,25,1,1,0,0,0,437,213,0
1,5,6,37,Eleven 11 Films,Atlanta,4,0,13,9500,10171,98,17-12-13,16-01-14,30,0,0,1143,1,1,0,0,5,533,161,0
0,3,12,51,Louise Lynton,Derby,0,0,5,4250,195,5,17-12-13,15-02-14,60,1,1,0,1,1,0,0,0,193,89,0
1,5,13,127,Tampa Hackerspace,Tampa,9,15,20,10000,16185,157,17-12-13,15-01-14,28,0,0,916,1,1,0,0,9,1528,94,0
1,3,6,37,Student Travel Group,Paris,0,0,6,150,370,9,17-12-13,15-01-14,29,0,0,34,1,1,0,0,0,302,108,0
0,5,6,5,Julia Szabo,Portland,0,0,11,10000,1077,20,17-12-13,14-01-14,28,1,1338,254,1,1,4,0,0,361,152,0
1,5,6,119,Melanie Miller,Boone,0,0,6,1000,1000,14,17-12-13,31-12-13,14,1,366,133,1,2,1,0,0,159,87,0
0,5,7,55,Tracy Grabowski,Medina,1,0,3,2500,60,1,17-12-13,16-01-14,30,0,0,0,1,1,0,0,0,285,219,0
1,5,10,83,Southerner,Nashville,0,0,7,1000,1056,42,17-12-13,16-01-14,30,0,0,119,1,1,0,0,0,124,32,0
1,5,14,130,Anais Fifer,Manhattan,0,0,2,1100,2200,23,17-12-13,06-01-14,20,0,0,27,0,1,0,0,0,314,70,0
0,5,6,52,Fred Terling,Canonsburg,0,0,7,5000,90,3,17-12-13,16-01-14,30,1,1335,0,1,1,1,0,0,993,292,0
1,5,0,105,Mitsuko Brooks,Brooklyn,0,0,8,600,778,8,17-12-13,01-01-14,15,0,0,0,0,2,8,0,0,193,35,0
1,5,10,71,Jason Deran,Columbus,0,2,6,1000,1230,40,17-12-13,15-02-14,59,1,804,16,0,1,1,0,1,183,110,0
1,5,6,119,Jared M. Gordon,Boston,0,0,7,500,1172,47,17-12-13,17-01-14,31,0,0,193,1,2,15,0,0,245,88,4
1,5,6,37,Kerry Patton,Yellville,0,4,13,10000,13296,99,17-12-13,07-01-14,21,1,1474,936,1,1,0,0,0,501,245,0
0,5,10,115,Ron Revog,New York,0,0,8,5000,225,2,17-12-13,16-01-14,30,1,182,8,1,1,0,5,12,1324,58,0
1,5,5,49,Peter Deltondo,Irvine,2,0,26,10000,12208,249,17-12-13,16-01-14,30,1,442,910,0,1,3,1,16,1327,33,2
1,5,10,83,Susan Cheatham,West Phoenix,7,6,7,2000,2400,26,17-12-13,08-01-14,22,1,851,180,1,1,1,0,3,435,87,0
1,5,6,86,Genevieve Rico,Seaside,3,0,5,300,427,19,17-12-13,15-02-14,60,0,0,83,1,1,2,0,2,358,124,0
0,5,6,52,Aaron A. Carlin,Urbana,3,0,5,4000,1041,15,17-12-13,16-01-14,30,1,188,185,1,1,0,0,2,541,184,0
0,5,4,104,Jane,Los Angeles,4,1,12,6000,905,23,17-12-13,16-01-14,30,1,1636,89,1,1,4,0,8,2119,108,0
1,5,7,55,"Veronica ""Noodie"" Wilson",Atlanta,3,1,10,2500,2711,55,17-12-13,16-01-14,30,1,3491,410,1,1,3,0,3,405,119,0
1,3,8,126,Titan-Forge,Antrim,34,656,17,2000,30841,265,17-12-13,19-01-14,32,0,0,325,1,2,0,0,84,1792,255,17
0,5,7,55,Shaun lee,San Antonio,0,2,5,5000,246,8,17-12-13,16-01-14,30,0,0,58,1,1,0,0,3,487,87,0
0,5,13,127,Secure Data Ltd.,Annapolis,2,3,6,30000,1321,34,17-12-13,15-02-14,60,0,0,153,1,1,2,0,10,942,89,6
0,5,12,51,Trevel Lyndee Coleman,Cedar Rapids,5,0,13,4000,279,12,17-12-13,21-01-14,34,1,566,132,1,1,1,0,0,324,85,0
0,3,12,88,Ashley Britton,Lima,0,0,7,6000,71,3,17-12-13,01-01-14,14,0,0,16,0,2,0,1,0,333,89,0
0,3,12,88,Brian Grisafi,Greater Manchester,0,0,6,500,1,1,17-12-13,06-01-14,20,1,66,15,0,1,0,0,0,99,61,0
0,5,12,88,Jesse Marcel (Genceive LLC),Spokane,0,0,8,3500,315,6,17-12-13,31-01-14,45,1,2608,108,1,1,0,0,0,191,122,0
0,3,12,51,Dean,Gillingham,1,0,5,500,18,4,17-12-13,16-01-14,30,1,237,7,0,1,0,0,0,398,177,0
0,5,5,49,Devise Multimedia,Queens,5,10,19,12000,2883,72,17-12-13,31-01-14,45,1,441,0,1,1,0,0,22,416,91,0
0,5,8,59,Rodney C Demers,Bradenton,0,1,2,30000,22,3,17-12-13,16-01-14,30,0,0,64,1,2,0,0,3,98,58,0
0,5,14,130,Butch Dubarri a.k.a. Kent Sprague,Los Angeles,0,0,6,26000,101,2,17-12-13,31-01-14,45,1,0,5,1,1,0,1,0,504,200,0
0,3,8,136,Ben Pingel,Caerphilly County Borough,0,1,5,100000,1,1,17-12-13,16-01-14,30,1,257,11,1,1,0,0,2,117,51,1
0,5,7,55,Matt Davis,Austin,2,0,12,35000,7873,51,17-12-13,16-01-14,30,1,1027,177,1,1,0,0,10,880,219,0
1,5,14,130,Alex Bechtel,Philadelphia,1,0,9,5000,5809,169,17-12-13,26-01-14,40,1,1046,306,1,1,5,0,2,475,69,0
0,5,14,130,Erica James,Chicago,0,0,10,8000,10,1,17-12-13,16-01-14,30,1,2994,6,1,1,0,0,0,387,307,0
1,3,7,55,Dean and Jess,Midhurst,2,3,8,3000,3485,72,17-12-13,16-01-14,30,1,667,452,0,1,2,0,5,745,68,0
0,1,11,97,Francis Lavigne-theriault,Oklahoma City,1,0,6,3000,260,2,17-12-13,10-02-14,55,1,270,150,1,1,0,0,0,584,120,0
1,5,10,83,Those Cats,Savannah,3,0,15,3000,3459,82,17-12-13,18-01-14,32,0,0,710,1,1,1,0,1,285,84,0
1,5,10,83,The Whisper War,Mansfield,0,1,4,1000,1080,26,17-12-13,11-01-14,24,1,1537,118,1,1,0,0,0,150,37,0
1,5,5,49,Amanda deLeon,New Orleans,0,4,12,7500,8040,134,17-12-13,16-01-14,30,1,800,1152,0,1,0,0,4,602,331,0
0,5,12,51,Donald K Stanley,Austin,0,0,7,18250,667,10,17-12-13,14-01-14,27,1,157,24,0,1,0,0,0,208,132,0
1,3,5,49,Tom Crowley,London,1,0,7,800,2826,28,17-12-13,15-01-14,28,0,0,22,1,1,0,0,13,425,106,0
1,5,5,49,Eric W. Baker,Seattle,0,0,7,700,722,22,17-12-13,04-01-14,18,1,1457,59,1,4,2,0,0,317,349,0
1,5,5,49,Jasmine Gonzalez,San Francisco,9,5,14,8500,9313,95,17-12-13,16-01-14,29,1,452,467,1,1,0,0,8,1416,119,0
1,5,10,115,Funky Hot Grits,Chicago,2,2,10,3500,4191,85,17-12-13,02-02-14,46,0,0,9,1,1,0,2,1,277,143,0
0,5,12,51,"Linda Hawley, Author",Zillah,0,0,6,8278,100,7,17-12-13,01-01-14,15,1,120,112,1,1,1,0,2,2344,168,0
1,3,6,119,Akaash Meeda,Greater London,4,2,7,850,1200,53,17-12-13,17-01-14,30,0,0,167,1,1,3,0,0,205,144,0
0,5,6,37,Glenn Tupper,San Salvador,1,0,11,30000,645,19,17-12-13,16-01-14,30,1,2160,749,1,1,4,6,13,1360,410,0
0,3,13,63,cassim ladha,Newcastle upon Tyne,7,7,18,150000,15125,126,17-12-13,31-01-14,45,1,221,0,1,1,0,0,13,1218,396,1
0,5,12,19,Cedric Montanez Ward,Portland,4,0,6,5000,80,4,17-12-13,15-02-14,60,1,420,8,1,1,0,0,3,67,47,0
1,5,6,37,Russ Finkelstein,New York,2,2,17,8500,9897,143,17-12-13,16-01-14,30,1,972,839,1,1,7,0,4,937,236,0
0,3,8,136,Stephen Vickers,Rhyl,0,3,4,2000,65,5,17-12-13,16-01-14,30,0,0,24,0,1,0,2,0,69,46,0
0,5,10,83,The Get Ahead,Portland,2,0,10,6500,2600,39,17-12-13,16-01-14,30,1,716,161,1,1,0,0,2,457,179,0
0,1,10,83,Alex Keerma,London,2,1,8,2000,535,14,17-12-13,16-01-14,30,1,780,33,1,1,0,0,7,525,38,0
1,5,6,119,Jasmine Norman,Hamden,2,0,8,3500,4652,79,17-12-13,11-01-14,24,1,954,273,1,1,0,0,11,784,179,0
0,5,0,80,Jared and Jason Morgan,Las Vegas,0,4,10,5500,450,9,17-12-13,16-01-14,30,1,241,149,1,1,2,0,1,387,90,0
1,5,10,142,Seedless Band,Orange,4,12,13,20000,20586,199,17-12-13,16-01-14,30,0,0,2835,1,1,0,3,1,198,73,0
1,5,10,68,Will Phalen,Chicago,4,1,10,10750,11250,137,17-12-13,16-01-14,30,1,888,250,1,1,6,0,0,826,124,0
1,5,14,130,"Oracle Productions, NFP",Chicago,4,1,7,3000,7065,248,17-12-13,22-01-14,36,1,656,450,1,6,0,0,1,528,83,0
0,1,0,92,Nicole Fisher,Kelowna,0,0,3,100,20,1,17-12-13,21-12-13,4,1,330,6,0,1,0,0,0,309,40,0
0,5,5,49,Charley Pangus,Davis,0,0,6,3000,170,4,17-12-13,17-01-14,31,1,49,27,0,1,0,1,0,78,118,0
0,0,10,115,Cask Thomson,Sydney,0,0,9,10000,15,1,17-12-13,21-01-14,35,0,0,0,0,2,1,0,0,466,299,2
1,5,0,90,Michael Chesley Johnson,Campobello,6,0,8,1000,4212,43,17-12-13,15-02-14,60,0,0,19,1,1,2,0,0,387,95,1
0,5,11,97,Everett Cook,Denver,0,0,7,5000,413,10,17-12-13,16-01-14,30,1,353,15,0,3,0,0,3,149,30,0
1,5,14,130,Cock and Bull Theatre,Chicago,3,5,10,2900,2985,55,17-12-13,07-01-14,20,1,507,317,1,1,11,0,6,622,53,0
0,5,5,49,Carrie Parker,Crete,4,1,4,3000,408,20,17-12-13,05-02-14,50,0,0,1,1,1,3,0,9,1555,104,0
0,5,0,118,Alex Betsill,Paige,1,0,13,1200,76,4,17-12-13,16-01-14,30,1,1999,58,1,3,0,0,7,401,142,0
